,name,price,link,Xuất xứ,Thời điểm ra mắt,Thời gian bảo hành,Kích thước,Trọng lượng sản phẩm,Chất liệu,Phiên bản CPU,Loại CPU,Số nhân,Tốc độ tối đa,RAM,Kích thước màn hình,Công nghệ màn hình,Chuẩn màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Độ sáng,Chip đồ hoạ (GPU),Dung lượng (ROM),Danh bạ lưu trữ,Thẻ nhớ ngoài,Hỗ trợ thẻ nhớ tối đa,Camera 1,Resolution,Resolution camera 1,Cảm biến,Bảo mật,Tính năng đặc biệt,Số khe SIM,Thẻ SIM,Hỗ trợ mạng,Cổng giao tiếp,Wifi,GPS,Bluetooth,Kết nối khác,Loại PIN,Dung lượng pin,Củ sạc kèm máy,OS,Version,Phụ kiện trong hộp,Chuẩn kháng nước / Bụi bẩn,Tỷ lệ diện tích sử dụng màn hình,CPU,Mật độ điểm ảnh,Bộ nhớ còn lại,Quay phim camera sau,Tính năng,Quay phim camera selfie,Loại RAM,Chất liệu mặt kính,Độ phủ màu,Độ tương phản,Số camera sau,Aperture,Camera 2,Số Camera Selfie,Thông tin thêm,Màu màn hình,Hướng dẫn bảo quản,Hướng dẫn sử dụng,Kích thước màn hình phụ,Camera 3,Resolution camera 2,Tỷ lệ màn hình,Pixel size,Thông báo LED,Camera 4,Độ sáng tối đa,Khẩu độ,Camera Selfie 1,Quay phim camera seflie,Resolution camera 3,Sensor,Làm mát,Pixel Size
144,Samsung Galaxy Z Fold6 5G 256GB,29.990.000đ,/dien-thoai/samsung-galaxy-z-fold6,Việt Nam / Trung Quốc,07/2024,12 tháng,153.5 x 132.6 x 5.6 mm,239 g,Mặt lưng máy: Gorilla Glass Victus 2Khung máy: Armor aluminum,Snapdragon 8 Gen 3,Octa-Core,8,3.39 GHz,12 GB,7.6 inch,Chính: Dynamic AMOLED 2X,QXGA,2160 x 1620 Pixels,120 Hz,Điện dung đa điểm,2600 nits,Adreno750,256 GB,Không giới hạn,Không,,Wide,10.0 MP,10.0 MP,Cảm biến ánh sángCảm biến tiệm cậnCảm biến gia tốc,Mở khóa khuôn mặtMở khoá vân tay cạnh viền,Trợ lý ảo Samsung BixbyChạm 2 lần sáng màn hìnhỨng dụng kép (Nhân bản ứng dụng)Mở rộng bộ nhớ RAMChặn cuộc gọiĐa cửa sổ (chia đôi màn hình)Khoanh Vùng Search Đa năngTrợ lý Note Quyền năngChống nướcAKG DolbyGhi âm cuộc gọiNghe nhạcSamsung DeX,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",4G5G,Cổng sạc: Type C,802.11 a/b/g/nDual-band (2.4 GHz/ 5 GHz)MIMO1024-QAM,GALILEOGLONASSQZSSGPSBEIDOU,v5.3,NFCOTG,Pin Li-ion,4400 mAh,,Android,Android 14,Que lấy SIMSách HDSDCáp Type C,IP48,,,,,UHD 8K (7680 x 4320)@30fps,A.I CameraHDRLàm đẹp (Beautify)Nhãn dán (AR Stickers)Nhận diện khuôn mặtTự động lấy nét (AF)Xóa phôngHẹn giờ chụp tự động,Quay phim FullHD,,,,,Double rear camera,ƒ/2.2,Macro lens,Single selfie camera,Hỗ trợ sạc không dâySạc ngược cho thiết bị khácSạc pin nhanhHỗ trợ sạc tối đa 25W,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,6.3 inch,Zoom,4.0 MP,,,,,,,,,,,,
145,Honor 400 Pro 5G 12GB 512GB,15.990.000đ,/dien-thoai/honor-400-pro,Trung Quốc,07/2025,24 tháng,160.8 x 8.1 x 76.1 mm,205 g,Viền máy: NhựaMặt lưng máy: KínhKhung máy: Kim loại,Snapdragon 8 Gen 3,Octa-Core,8,,12 GB,6.7 inch,AMOLED,FHD+,2800 × 1280 Pixels,120 Hz,Điện dung đa điểm,5000 nits,Adreno 750,512 GB,,,,Wide,12.0 MP,50.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến la bànHai cảm biến ánh sáng môi trường xung quanhCảm biến trọng lực,Mở khóa khuôn mặtMở khóa vân tay dưới màn hình,,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type C,Dual-band (2.4 GHz/ 5 GHz)802.11 a/b/g/n/ac,QZSSGALILEOBEIDOUGLONASSA-GPSGPS,v5.4,OTGNFC,Silicon carbon,6000 mAh,Sạc nhanh 100W,Android,Android 15 (MagicOS 9),Ốp lưngCủ sạcDây cáp sạc,IP69,90%,1 × Cortex X4 3.30 GHz + 3 × Cortex A720 3.15 GHz + 2 × Cortex A720 2.96 GHz + 2 × Cortex A520 2.27 GHz,460 ppi,khoảng 490 GB,4K 30fps FHD,Ban đêm (Night Mode)Chụp bằng cử chỉChụp nụ cườiBộ lọc màuChế độ chân dungẢnh chuyển động,4K@30 fps,,Kính cường lực,,,Triple rear camera,ƒ/2.0,Telephoto,Single selfie camera,,1.07 tỷ,,,,Ultra Wide,,19.5:9,,,,,,,,,,,
146,OPPO A3 6GB 128GB,4.290.000đ,/dien-thoai/oppo-a3,Trung Quốc,08/2024,12 tháng,165.7 x 76 x 7.68 mm,186 g,Khung máy: Nhựa cao cấp,Snapdragon 6s 4G Gen1,Octa-Core,8,2.1 GHz,6 GB,6.67 inch,LCD,HD+,720 x 1600 Pixels,90 Hz,Điện dung đa điểm,1000 nits,Adreno 610,128 GB,Không giới hạn,MicroSD,1 TB,Standard,50 MP,5.0 MP,Cảm biến vân tayCảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốcCảm biến la bàn,Mở khóa bằng mật mãMở khoá vân tay cạnh viềnMật khẩu,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSGLONASSBEIDOUGALILEOQZSS,v5.0,OTG,Lithium polymer,5100 mAh,Sạc nhanh 45 W,Android,Android 14 (ColorOS 14),Củ sạcCáp Type CỐp lưngSách HDSDQue lấy SIM,IP54,,,,,,,,,Kính cường lực Panda,,,,ƒ/2.2,,,,,,,,,,,,,,,,,,,,,
147,Tecno Spark 40 6GB 128GB,2.990.000đ,/dien-thoai/tecno-spark-40,Trung Quốc,09/2025,13 tháng,165.6 × 77 × 7.67 mm,188 g,Khung máy: NhựaMặt lưng máy: Nhựa,MediaTek Helio G91,Octa-Core,8,8 GHz,6 GB,6.67 inch,LCD,HD+,720 x 1600 Pixels,120 Hz,Điện dung đa điểm,700 nits,Mali-G52,128 GB,,MicroSD,1 TB,Wide,50.0 MP,8.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến ánh sángCảm biến la bàn,Mở khoá vân tay cạnh viền,,2,2 Nano SIM,4G,Cổng sạc: Type C,802.11 a/b/g/n/ac,,v5.3,OTGNFC,Lithium polymer,5200 mAh,Sạc nhanh 45 W,Android,Android 15,Dây cáp sạcCủ sạcỐp lưng,IP64,84%,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.8 GHz,264 ppi,Khoảng 115 GB,1080p@30fps1440p@30fps,HDRLàm đẹp (Beautify)AI scene detectionChế độ chân dung,1080p@30fps,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,OPPO Find N5 5G 16GB 512GB,43.180.000đ,/dien-thoai/oppo-find-n5,Trung Quốc,02/2025,24 tháng,Mở: 160.87 x 146.58 x 4.21 mm - Gập: 160.87 x 74.42 x 8.93 mm,229 g,Mặt lưng máy: Sợi thủy tinhKhung máy: Hợp kim nhôm,Snapdragon 8 Elite,,7,4.32 GHz,16 GB,8.12 inch,AMOLED,QXGA,2248 x 2480 Pixels,120 Hz,,1400 nits,Adreno 830,512 GB,Không giới hạn,Không,,Wide,8.0 MP,8.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến la bàn,Mở khoá vân tay cạnh viềnMở khóa bằng mật mãMở khóa khuôn mặt,Camera AIHỗ trợ bút Oppo Pen,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type C,Wifi 6802.11 a/b/g/n/ac/ac wave 2/ax,GPS,v5.4,NFCOTG,Silicon carbon,5600 mAh,SuperVOOC 80W,Android,Android 15,Cáp Type CỐp lưngQue lấy SIMSách HDSDSạcMiếng dán màn hình (Đã dán sẵn),,,,412 ppi,,4K 2160p@60fps1080p@240fps,Tự động lấy nét (AF)A.I CameraChụp góc rộng (Wide),Quay phim 4KQuay phim FullHD,,Nanocrystal Glass,,,Triple rear camera,ƒ/2.4,Telephoto,Double selfie camera,Hỗ trợ sạc không dây,1 Tỷ,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,6.62 inch,Ultra Wide,8.0 MP,20.7:9,1.12 µm,,,,,,,,Samsung JN5,,
149,Xiaomi Redmi Note 14 Pro Plus 5G 8GB 256GB,8.490.000đ,/dien-thoai/xiaomi-redmi-note-14-pro-plus,Trung Quốc,01/2025,18 tháng,162.53 x 74.67 x 8.85 cm,210.14 g,"Mặt lưng máy: Kính (màu đen, xanh), Giả da (màu tím)",Snapdragon 7s Gen 3,,8,,8 GB,6.67 inch,AMOLED,1.5K,2712 x 1220 Pixels,120 Hz,,3000 nits,Qualcomm Adreno,256 GB,,Không,,Standard,2.0 MP,20.0 MP,Hồng ngoại,Mở khóa vân tay dưới màn hình,Công nghệ sạc 120W HyperCharge,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type C,,,v5.4,NFC,Lithium polymer,5110 mAh,Sạc nhanh 120 W,Android,Android 14 (Hyper OS),Que lấy SIMSách HDSDDây cáp sạcSạcỐp lưng,IP68,,,,Khoảng 225 GB,,,,LPDDR4X,Corning Gorilla Glass Victus 2,100% DCI-P3,5.000.000 : 1,Triple rear camera,ƒ/2.2,Ultra Wide,,,,,,,Macro lens,,,2.24 µm,,,,,,,,,,
150,RedMagic 10S Pro 5G 16GB 512GB,22.990.000đ,/dien-thoai/redmagic-10s-pro-16gb,Trung Quốc,05/2025,12 tháng,163.4 x 76.1 x 8.9 mm,229 g,Khung viền: NhômMặt lưng máy: Kính,Snapdragon 8 Elite Leading Version,Octa-Core,8,,16 GB,6.85 inch,OLED,1.5K,1216 x 2688 Pixels,144 Hz,Điện dung đa điểm,2000 nits,Adreno 830,512 GB,Không giới hạn,,,Wide,2.0 MP,16.0 MP,Cảm biến la bànCảm biến gia tốcCảm biến tiệm cậnCảm biến vân tay,Mật khẩuMở khóa vân tay dưới màn hình,LED RGBSạc nhanh 120W,2,2 Nano SIM,5G,Cổng sạc: Type C,Wifi 7,GPSGLONASSBDSGALILEO,v5.4,NFCOTG,Silicon carbon,7050 mAh,Sạc nhanh 80 W,Android,Android 15,SạcCápỐp lưngQue lấy SIMSách HDSD,IP54,,,431 ppi,,8K@24/30fps4K@24/30/60fps1080p@30fps1080p@60fps1080p@120fps1080p@240fps,HDR,1080p@30/60fps,,Corning Gorilla Glass,,,Triple rear camera,ƒ/2.0,Ultra Wide,Single selfie camera,,1 Tỷ,,,,Ống kính phụ trợ,,,1.00 µm,,,,,,,,,Có,0.61 µm
151,Vivo Y03 4GB 64GB,2.140.000đ,/dien-thoai/vivo-y03,Trung Quốc,03/2024,12 tháng,163.78 × 75.73 × 8.39 mm,185 g,Mặt lưng máy: NhựaKhung máy: Nhựa,Helio G85,Octa-Core,8,90 GHz,4 GB,6.56 inch,LCD,HD+,720 x 1612 Pixels,,Điện dung đa điểm,,Mali-G52,64 GB,,MicroSD,,,0.08 MP,5.0 MP,,,,2,2 Nano SIM,3G4G,Type C,Dual-band (2.4 GHz/ 5 GHz),GPSBEIDOUGLONASSGALILEOQZSS,v5.0,,Lithium polymer,5000 mAh,Sạc nhanh 15 W,Android,Android 14,,IP54,,2 x Cortex A75 2.0 GHz + 6 x Cortex A55 1.8 GHz,269 ​​ppi,,,Live PhotoBan đêm (Night Mode)Chế độ chân dung,,LPDDR4X,,,,Double rear camera,ƒ/2.2,,,,,,,,,,,,,,,,,,,,,
152,Realme 13+ 5G 8GB 256GB,6.590.000đ,/dien-thoai/realme-13-plus-5g,Trung Quốc,11/2024,24 tháng,161.7 x 74.7 x 7.6 mm,185 g,Viền máy: NhựaMặt lưng máy: Nhựa,Dimensity 7300-Energy 5G,,8,,8 GB,6.67 inch,OLED,FHD+,1080 x 2400 Pixels,120 Hz,Điện dung đa điểm,2000 nits,Mali-G615,256 GB,,MicroSD,2 TB,,50.0 MP,16.0 MP,Cảm biến cảm ứng từCảm biến ánh sángCảm biến tiệm cậnCon quay hồi chuyểnCảm biến gia tốcCảm biến nhấp nháy,Mở khóa vân tay dưới màn hìnhMở khóa khuôn mặt,Sạc nhanhTiết kiệm pin,2,2 Nano SIM,5G,Type C,Wi-Fi Hotspot802.11 a/b/g/nWifi 6Wifi 5Dual-band (2.4 GHz/ 5 GHz),BEIDOUGPSGLONASSGALILEOQZSSNavIC,v5.4,NFCOTG,Lithium polymer,5000 mAh,Sạc nhanh Ultra 80W,Android,Android 14 (Realme UI 5.0),Dây cáp sạcCủ sạcỐp lưngQue lấy SIM,IP65,90%,4 x Cortex A78 2.5 GHz + 4 x Cortex A55 2.5 GHz,395 ppi,Khoảng 227 GB,HD 720p@30fpsHD 720p@60fpsHD 720p@120fpsHD 720p@240fpsFullHD 1080p@30fpsFullHD 1080p@60fpsFullHD 1080p@120fps4K 2160p@30fps,Xóa phôngTrôi nhanh thời gian (Time lapse)Toàn cảnhBan đêm (Night Mode),1080p@30fps720p@30fps,,Kính cường lực AGC DT-Star2,,,Single rear camera,,,Single selfie camera,,16.7 Triệu,,,,,,,,,,,,,,,,,
153,Honor Magic V3 5G 12GB 512GB,29.990.000đ,/dien-thoai/honor-magic-v3,Trung Quốc,12/2024,24 tháng,Khi mở ra: 156.6 x 145.3 x 4.35 mm -  Khi gập lại: 156.6 x 74 x 9.2 mm,226 g,Khung máy: Kim loại,Snapdragon 8 Gen 3,Octa-Core,8,,12 GB,7.9 inch,OLED,OLED,2156 x 2344 Pixels,120 Hz,Điện dung đa điểm,Màn hình ngoài: 5000 nits - Màn hình trong: 1800 nits,Adreno 750,512 GB,,,,Wide,50.0 MP,20.0 MP,Cảm biến trọng lựcHồng ngoạiCảm biến la bànCon quay hồi chuyểnCảm biến khí áp kếCảm biến nhiệt độCảm biến tiệm cậnCảm biến ánh sáng,Mở khóa vân tayMở khóa bằng mật mãMở khóa khuôn mặt,,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",5G,Type C,802.11 a/b/g/n/ac/6e/7Dual-band (2.4 GHz/ 5 GHz)Wi-Fi Direct,GPSA-GPSGLONASSGALILEOBEIDOUQZSS,v5.3,NFCOTG,Silicon carbon,5150 mAh,Sạc nhanh 66W,Android,Android 14 (Magic OS 8.0.1),Ốp lưngCủ sạcDây cáp sạcSách HDSDThẻ bảo hành,IPX8,89%,,402 ppi,Khoảng 474 GB,FullHD 1080p@120fps4K 2160p@60fps,Chế độ chân dungBộ lọc màuHình mờGương phản chiếuHẹn giờ chụp tự độngBan đêm (Night Mode)Chụp bằng cử chỉ,4K (3840×2160 Pixel),,,,,Triple rear camera,ƒ/2.2,Ultra Wide,Single selfie camera,,1 Tỷ,,,6.43 inch,Telephoto,,,,,,,,,,,,,
154,Nubia Neo 5 5G 8GB 128GB,,/dien-thoai/nubia-neo-5,Trung Quốc,04/2026,18 tháng,161.1 x 78.8 x 8.48 mm,191 g,Khung máy: Nhựa cao cấpMặt lưng máy: Kính,Unisoc T9300,Octa-Core,8,2.4 GHz,8 GB,6.8 inch,IPS LCD,FHD+,900 x 1940 pixels,120 Hz,Điện dung đa điểm,,,128 GB,,MicroSD,,Wide,2.0 MP,16.0 MP,Cảm biến gia tốcCảm biến tiệm cậnCảm biến vân tayCảm biến la bàn,Mở khoá vân tay cạnh viềnMật khẩuMở khóa khuôn mặt,,2,2 Nano SIM,5G,Cổng sạc: Type C,802.11 a/b/g/n/ac,GPSGLONASSGALILEO,v5.2,NFC,Lithium polymer,6050 mAh,Sạc nhanh 45 W,Android,Android 16,Dây cáp sạcSách HDSDCủ sạcỐp lưngQue lấy SIM,,,,,,1080p@30fps,HDRToàn cảnh (Panorama)Flash LED,1080p@30fps,,,,,Double rear camera,ƒ/1.8,Ống kính phụ trợ,Single selfie camera,,,,,,,,,,Có,,,,,,,,,
155,Xiaomi Poco F8 Pro 5G 12GB 256GB,,/dien-thoai/xiaomi-poco-f8-pro,Trung Quốc,11/2025,18 tháng,157.5 x 75.3 x 8 mm,199 g,Khung máy: NhômMặt lưng máy: Kính,Snapdragon 8 Elite,Octa-Core,8,4.32 GHz,12 GB,6.59 inch,AMOLED,Đang cập nhật,1156 x 2510 pixels,120 Hz,,3500 nits,Adreno 830,256 GB,,Không,,Wide,8.0 MP,20.0 MP,Cảm biến tiệm cậnCảm biến ánh sángCảm biến gia tốc kếCảm biến la bànCon quay hồi chuyểnHồng ngoạiCảm biến ánh sáng nhấp nháyCảm biến nhiệt độ màuĐộng cơ tuyến tính trục X,Cảm biến vân tay siêu âm trong màn hìnhMở khóa bằng khuôn mặt AI,,2,"2 Nano SIM Hoặc 1 eSIM, 1 Nano SIM Hoặc 2 eSIM",5G,Cổng sạc: Type C,Wifi 7,GALILEOGLONASSGPSBEIDOUQZSS,v5.4,NFCOTGHồng ngoại,Lithium polymer,6210 mAh,Củ sạc HyperCharge 100W,Android,Android 16,Củ sạcDây cáp sạcSách HDSDQue lấy SIMỐp lưng,IP68,,,,,8K@30fps4K@30/60fps1080p@30/60/120/240/960fpsGyro-EISHDR10+,HDR,1080p@30/60fps,LPDDR5X,Corning Gorilla Glass 7i,100% DCI-P3,5.000.000 : 1,Triple rear camera,ƒ/2.2,Telephoto,Single selfie camera,Sound by BoseLoa âm thanh nổi cân xứngSạc pin nhanhSạc ngược cho thiết bị khác,,,,,Ultra Wide,,20.5:9,,,,,,,,,,,
156,Samsung Galaxy XCover7 Pro 5G 6GB 128GB,,/dien-thoai/samsung-galaxy-xcover7-pro,Việt Nam / Trung Quốc,07/2025,12 tháng,169.0 x 80.1 x 10.2 mm,240 g,Đang cập nhật,Snapdragon 7s Gen 3,,8,,6 GB,6.6 inch,Dynamic AMOLED 2X,FHD+,1440 x 3120 Pixels,120 Hz,,2600 nits,Adreno 830,128 GB,,MicroSD,1 TB,Ống kính góc rộng,8.0 MP,5.0 MP,,Mở khóa vân tayMẫu hìnhPINMật khẩuMở khóa khuôn mặt,,1,"1 eSIM, 1 Nano SIM",,Cổng sạc: Type C,802.11 a/b/g/n,BEIDOUQZSSGPSGLONASSGALILEO,v5.3,,Lithium polymer,4050 mAh,,Android,Android 16,Que lấy SIMCáp Type CSách HDSD,IP68,,,,,,Làm đẹp (Beautify),,,Corning Gorilla Glass Victus 2,,,,,,,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
157,Nubia Fold 5G 12GB 256GB,,/dien-thoai/nubia-fold,Trung Quốc,12/2025,18 tháng,Mở ra: 160 x 144 x 5.4 mm - Gấp lại: 160 x 73 x 11.1 mm,249 g,Khung máy: Hợp kim nhôm,Snapdragon 8 Elite,Octa-Core,8,4.32 GHz,12 GB,8 inch,,Đang cập nhật,2200 x 2480 pixels,120 Hz,,,Adreno 830,256 GB,,Không,,Wide,5.0 MP,20.0 MP,Cảm biến vân tayCảm biến gia tốcCảm biến la bànCon quay hồi chuyểnCảm biến tiệm cận,Mật khẩuMở khóa khuôn mặtMở khoá vân tay cạnh viền,,2,"2 Nano SIM hoặc 1 eSIM, 1 Nano SIM",5G,Cổng sạc: Type C,Wifi 7,GPSGALILEOGLONASSBDS,v6.0,NFCOTG,Lithium polymer,6560 mAh,Sạc nhanh 50 W,Android,Android 15,SạcCápỐp lưngQue lấy SIMSách HDSD,IP54,,,,,8K@30fps4K@30/60fpsGyro-EIS,HDR,4K@30 fps1080p@30fpsGyro-EIS,,,,,Triple rear camera,,Ultra Wide,Single selfie camera,Sạc pin nhanh,,,,6.43 inch,Macro lens,,,,,,,,,,,,,
158,Samsung Galaxy Z TriFold 5G 16GB 512GB,,/dien-thoai/samsung-galaxy-z-trifold,Việt Nam / Trung Quốc,2025,12 tháng,159.2 x 214.1 x 3.9 mm,309 g,Đang cập nhật,Snapdragon 8 Elite Mobile Platform,Octa-Core,8,,16 GB,10 inch,PLS LCD,FHD+,2640 x 1080 Pixels,120,,,Adreno750,512 GB,Không giới hạn,,,Ống kính góc rộng,8.0 MP,10.0 MP,,Mở khóa vân tayMẫu hìnhPINMật khẩuMở khóa khuôn mặt,,1,2 Nano SIM,2G3G4G5G,Type C,802.11 a/b/g/n,BEIDOUQZSSGLONASSGALILEOGPS,v5.4,NFC,Đang cập nhật,5600 mAh,,Android,Đang cập nhật,Que lấy SIMCáp Type CSách HDSD,,,,,,,,,,Corning Gorilla Glass Ceramic 2*,,,Triple rear camera,,,Single selfie camera,,16 Triệu,"Để nơi khô ráo, nhẹ tay, dễ vỡ.",Xem trong sách hướng dẫn sử dụng,,,,,,,,,,,,,,,
