name;price;display_size;display_tech;back_cam;front_cam;CPU;NFC;RAM;storage_cap;battery;SIM;resolution;screen_func;os;Loại CPU;size;weight;material;refresh_rate;GPU;external_storage;waterproof;max_charging;security;external_stoage
honor x7c;4290000.0;6.77 inches;IPS LCD;Camera chính 108MP (f1.75) + Camera cận cảnh 2MP (f2.4);8MP (f/2.0);Qualcomm Snapdragon 685;Không;8 GB;256 GB;6000mAh, 35W (11V/3.2A);2 SIM (Nano-SIM);720 x 1610 Pixels;1610 x 720 Pixels16.7 triệu màuCảm ứng đa điểm, hỗ trợ nhận diện tối đa 10 điểm chạm;MagicOS 8.0, dựa trên Android 14;4xA73 2.8GHz + 4xA53 1.9GHz;166.9 x 76.8 x 8.09 mm;194 g;Khung máy: NhựaMặt lưng máy: Nhựa giả da;120 Hz;Adreno 610;MicroSD;IP64;35 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
honor x7c;4290000.0;6.77 inches;IPS LCD;Camera chính 108MP (f1.75) + Camera cận cảnh 2MP (f2.4);8MP (f/2.0);Qualcomm Snapdragon 685;Không;8 GB;256 GB;6000mAh, 35W (11V/3.2A);2 SIM (Nano-SIM);720 x 1610 Pixels;1610 x 720 Pixels16.7 triệu màuCảm ứng đa điểm, hỗ trợ nhận diện tối đa 10 điểm chạm;MagicOS 8.0, dựa trên Android 14;4xA73 2.8GHz + 4xA53 1.9GHz;166.9 x 76.8 x 8.09 mm;194 g;Khung máy: NhựaMặt lưng máy: Nhựa giả da;120 Hz;Adreno 610;MicroSD;IP64;35 W;Mở khoá vân tay cạnh viền;MicroSD, hỗ trợ tối đa 1 TB
tecno spark 30;3290000.0;6.78 inch;LCD;108MP;;MediaTek D6300;;6GB + Mở rộng 6GB;128 GB;5000mAh;2 Nano SIM;1080 x 2460 Pixels;120Hz;Android;;168 x 76.43 x 7.70 mm;180 g;Mặt lưng máy: NhựaKhung máy: Nhôm;90 Hz;Mali-G52 MP2;MicroSD;IP64;;;
tecno spark 30;3290000.0;6.78 inch;LCD;108MP;;MediaTek D6300;;6GB + Mở rộng 6GB;128 GB;5000mAh;2 Nano SIM;1080 x 2460 Pixels;120Hz;Android;;168 x 76.43 x 7.70 mm;180 g;Mặt lưng máy: NhựaKhung máy: Nhôm;90 Hz;Mali-G52 MP2;MicroSD;IP64;;;
tecno spark 30;3290000.0;6.67 inch;IPS LCD;108MP;;MediaTek D6300;;6GB + Mở rộng 6GB;128 GB;5000mAh;2 Nano SIM;720 x 1600 Pixels;120Hz;Android;;165.4 x 76.8 x 7.8 mm;188 g;Khung máy: Kim loạiMặt lưng máy: Nhựa;120 Hz;Mali-G57 MC2;MicroSD;IP54;;;
xiaomi redmi note 12;4290000.0;6.67 inches;AMOLED;Camera chính: 50MP, f/1.8  Camera góc rộng: 8MP, f/2.2, 120°  Camera Macro: 2MP, f/2.4;13MP, f/2.45;Qualcomm Snapdragon 685;Không;8 GB;128 GB;5000mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, độ sáng 1200nits   Corning® Gorilla® Glass 3;Android 12;2X Cortex-A78 @ 2.0GHz ;;;;;;;;;;
xiaomi redmi 12c;2190000.0;6.71 inches;IPS LCD;Camera góc rộng: 50MP, PDAF  Camera đo độ sâu: 0.08MP;5 MP;Mediatek MT6769Z Helio G85 (12nm);Không;4 GB;64 GB;5,000 mAh;2 SIM (Nano-SIM);720 x 1650 pixels;500 nits;Android 13;2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55;;;;;;;;;;
honor power 2;0.0;6.79 inches;AMOLED;Camera kép 50 MP + 5 MP góc siêu rộng;16 MP;MediaTek Dimensity 8500 Elite;Có;;;10080mAh;2 Nano-SIM;;Độ phân giải màn hình: 2640*1200 điểm ảnhGam màu rộng DCI-P3, 1,07 tỷ màuĐộ sáng cực đại HDR: 8000nitsĐộ sáng đỉnh toàn cầu: 1800nitsHỗ trợ đa chạm, lên đến 10 chạm;MagicOS 10 (dựa trên Android 16);Tám lõi, 1x A725 @3.4GHz+3x A725 @3.2GHz+4x A725 @2.2GHz;;;;;;;;;;
xiaomi redmi note 12 pro;0.0;6.66 inches;AMOLED;"Camera góc rộng: 50MP, f/1.9, 24mm, 1/1.56"", 1.0µm, PDAF, OIS  Camera góc siêu rộng: 8 MP, f/1.9, 119˚, 1/4"", 1.12µm  Camera macro: 2 MP, f/2.4";"Camera góc rộng: 16 MP, 1/3.06"", 1.0µm";MediaTek 1080 (6nm);Có;6 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét: 120Hz  Dolby Vision, HDR10+, 500 nit, 900 nit;Android 12;2x2,6 GHz Cortex-A78 & 6x2,0 GHz Cortex-A55;;;;;;;;;;
xiaomi 13;16490000.0;6.36 inches;AMOLED;Camera chính: 50MP, f/1.8, HyperOISCamera tele của Leica: 10MP, f/2.0, OISCamera góc siêu rộng Leica: 12MP, f/2.2,;Camera selfie trong màn hình 32MP, f/2.0;Chip Snapdragon® 8 thế hệ thứ 2;Có;8 GB;256 GB;Pin 4500mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tốc độ lấy mẫu cảm ứng: lên tới 240Hz, Độ sáng: HBM 1200 nits (typ), độ sáng tối đa 1900 nits, HDRTầm nhìn Dolby® HDR10+, Gam màu: DCI-P3;MIUI 14, Android 13;Quy trình sản xuất 4nm tiết kiệm năng lượng;;;;;;;;;;
samsung galaxy s23 plus;19990000.0;6.6 inches;Dynamic AMOLED 2X;Camera chính góc rộng: 50 MP, f/1.8, Dual Pixel PDAF, OIS Camera tele: 10 MP, f/2, 3x optical zoom  Camera góc siêu rộng:12 MP, f/2.2;12MP,  f/2.2;Snapdragon 8 Gen 2 (4 nm);Có;8 GB;256 GB;4700 mAh;2 Nano SIM hoặc 1 Nano + 1 eSIM;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, HDR10+, Kính cường lực Corning® Gorilla® Glass Victus® 2;Android 13;1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510;;;;;;;;;;
tecno camon 30;4990000.0;6.78 inches;AMOLED;"Camera kép:50 MP, ƒ/1.9 (Góc rộng), 1/1.57"" Kích thước cảm biến, chống rung quang học (OIS) + chống rung điện tử (EIS)2 MP (Chiều sâu)Đèn flash LED kép, Dải động cao (HDR), Toàn cảnhĐộ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps";Camera đơn: 50 MP (Góc rộng), Tự động lấy nét (PDAF)Đèn flash LED képĐộ phân giải video: 1440p @ 30 fps, 1080p @ 30/60 fps;Helio G99 Ultimate(6nm);Có;12 GB;256 GB;5000 mAh;Nano-SIM;1080 x 2436 pixels;Tần số quét 120Hz;Android 14 (Upside Down Cake);Lõi CPU: 8 lõiCông nghệ CPU: 6 nmTốc độ tối đa của CPU: 2.2 GHzKiến trúc CPU: 64-bitVi kiến trúc: 2x 2.2 GHz – Cortex-A76, 6x 2.0 GHz – Cortex-A55Loại bộ nhớ: LPDDR4X;;;;;;;;;;
samsung galaxy s22 ultra;0.0;6.8 inches;Dynamic AMOLED 2X;108 MP, f/1.8 góc rộng10 MP, f/4.910 MP, f/2.412 MP, f/2.2 góc siêu rộng;40 MP, f/2.2;Snapdragon 8 Gen 1 (4 nm);Có;12 GB;512 GB;5000 mAh;2 Nano SIM hoặc 1 Nano + 1 eSIM;1440 x 3088 pixels (QHD+);Tần số quét 120HzCông nghệ HDR10+, 1750 nits;Android 12;1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510;;;;;;;;;;
nubia a36;0.0;6.75 inches;IPS LCD;13M+0.08M, AF + FF;5M, FF;T7200;Không;4 GB;64 GB;5000 mAh;2 Nano-SIM;720 x 1600 pixel;Tần số quét 90 Hz;Android 15;T7200;167.64 x 77.37 x 8.3 mm;400 g;Khung viền: NhựaMặt lưng máy: Nhựa;90 Hz;ARM Mali G57;MicroSD;;10 W;Mở khoá khuôn mặt;MicroSD, hỗ trợ tối đa 1 TB
oppo find n6 tin;0.0;8.12 inches;LTPO OLED;;Màn hình chính: 20 MPMàn hình ngoài: 20 MP;;;;;6.000 mAh (điển hình)Pin kép ~5.850 mAh;;1.792 x 1.920 pixels;Tần số: 120HzMàn hình gập: 2K;ColorOS 16, nền tảng Android 16;;;;;;;;;;;
xiaomi redmi note 12 turbo;0.0;6.67 inches;OLED;"Camera góc rộng: 64 MP, 1/2"", 0.7µm, PDAF, OIS Camera góc siêu rộng: 8MP, f/2.2, 120˚, 1/4"", 1.12µmCamera Macro: 2 MP, f/2.4";Camera góc rộng: 16 MP;Snapdragon 7+ Gen 2 (4 nm);Có;8 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, 68 tỷ màu, Dolby Vision, HDR10+, 1000 nits;Android 13;1x2.91 GHz Cortex-A710 & 3x2.49 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510;;;;;;;;;;
xiaomi redmi turbo 4;0.0;;;;;;;;;;;;;;;;;;;;;;;;
xiaomi redmi note 12s;4990000.0;6.43 inches;AMOLED;Camera chính: 108MP, f/1.89Camera góc siêu rộng: 8MP, f/2.2, FOV 118°Camera cận cảnh: 2MP, f/2.4;16MP, f/2.45;MediaTek Helio G96;;8 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 90Hz, Độ sáng: tối đa 700 nit (typ), 1000 nits cực đại (typ), Kính Corning Gorilla Glass 3Chế độ Sunlight, Chế độ đọc sách 3.0;Android 13;8 nhân, tốc độ lên đến 2.05GHz;;;;;;;;;;
huawei mate xt ultimate;0.0;10.2 inches;LTPO OLED;50 MP + 12 MP + 12 MP;8 MP;Kirin 9010 (7 nm);Không;16 GB;256 GB;5600 mAh;2 Nano-SIM;;10.2 inch, Tri-foldable LTPO OLED, 1B màu, 120Hz, 2232 x 3184 pixels (~381 ppi density);HarmonyOS 4.2 (China);;;;;;;;;;;
samsung galaxy a14;2990000.0;6.6 inches;IPS LCD;Chính 50 MP & Phụ 5 MP, 2 MP;13MP;Exynos 850 8 nhân;Có;4 GB;128 GB;5,000mAh;2 SIM (Nano-SIM);2408 x 1080 pixels;Tốc độ làm mới 60Hz và độ sáng tối đa 480 nits;Android 13;;;;;;;;;;;
vivo iqoo z9;0.0;6.78 inches;AMOLED;Cảm biến chính 50MP Máy ảnh độ sâu 2MP;16MP;Snapdragon 7 Gen 3;Không;8 GB;128 GB;6000 mAh;;;Độ phân giải 1.5K, độ sáng 4,500 nits, tần số quét 144Hz;Android 14;;;;;;;;;;;
samsung galaxy z fold5;27990000.0;7.6 inches;Dynamic AMOLED 2X;Camera siêu rộng: 12MP F2.2, 123°, 1.12μmCamera góc rộng: 50MP, F1.8, Dual Pixel AF, OIS, 2.0μmCamera Tele: 10 MP, F2.4, PDAF, OIS, 1.0μm, zoom 3X, zoom kỹ thuật số 30X;Camera bên ngoài:10 MP, f/2.2  Camera bên trong: 4 MP, F1.8;Snapdragon 8 Gen 2 for Galaxy (4nm) 8 nhân;Có;12 GB;256 GB;4.400 mAh;2 SIM (nano‑SIM và eSIM);2176 x 1812 pixels (QXGA+);Màn hình chính rộng: 7,6 inch, 21.6:18, Dynamic AMOLED 2X, 1-120Hz, Hỗ trợ S Pen Màn hình ngoài rộng: 6,2 inch, HD+ (2316 x 904), Dynamic AMOLED 2X, 23.1:9, 48-120HzĐộ sáng tối đa: 1750 nits Mặt kính cảm ứng Chính: Ultra Thin Glass & Phụ: Corning;Android 13, One UI 5.1;1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz;;;;;;;;;;
xiaomi poco f7 pro;0.0;6.67 inches;AMOLED;Camera góc rộng: 50 MP, f/1.6Camera góc siêu rộng: 8 MP, f/2.2;20 MP;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Có;12 GB;256 GB;6000 mAh;2 Nano-SIM;3200 x 1440 pixel;68B colors, 120Hz, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak), Corning Gorilla Glass 7i;Android 15, HyperOS 2;Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520);;;;;;;;;;
honor magic 6 pro;0.0;6.8 inches;OLED;Camera chính: 50 MP, f/1.4Camera góc siêu rộng: 50 MP, f/2.0Camera Telephoto tiềm vọng: 180MP, f/2.6, Zoom quang 2,5x, Zoom kỹ thuật số 100x, OIS;50MP, f/2.0  Camera độ sâu 3D;Snapdragon 8 Gen 3;Có;12 GB;512 GB;5600 mAh;2 SIM (Nano-SIM);;1.07 tỷ màu;Android 14;1×Cortex-X4 3.3GHz+3×Cortex-A720 3.2GHz+2×Cortex-A720 3.0GHz+2×Cortex-A520 2.3GHz;;;;;;;;;;
nubia v70 max;0.0;6.9 inches;IPS LCD;50 MP, ƒ/1.82.0 MP;8.0 MP;Unisoc T606;Có;4 GB;128 GB;6000 mAh;2 Nano-SIM;720 x 1640 pixels;120Hz, 254 ppi;Android 15;;;;;;;;;;;
meizu 20;0.0;6.55 inches;OLED;"Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.56"", PDAF, OISCamera góc siêu rộng: 16 MP, f/2.4, 16mm, 122˚ 5 MP, f/2.4";Camera góc rộng: 32 MP, f/2.5;Snapdragon 8 Gen 2 (4 nm);Có;12 GB;128 GB;4700 mAh;2 SIM (Nano-SIM);1080 x 2408 pixels;1 tỷ màu, Tần số quét 144Hz, 500 nits;Flyme 10;1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510;;;;;;;;;;
xiaomi 17;0.0;"6.3"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>";LTPO AMOLED;50 MP;Chính 50 MP & Phụ 50 MP, 50 MP;Qualcomm Snapdragon 8 Elite Gen 5 8 nhân;;12 GB;256 GB;6330 mAh;2 Nano SIM;1.5K (1220 x 2656 Pixels);;Android 16;;Dài 151.1 mm - Ngang 71.8 mm - Dày 8.06 mm - Nặng 191 g;;Khung kim loại & Mặt lưng sợi thuỷ tinh;;Adreno 840;;IP68;100 W;Mở khoá vân tay dưới màn hình;
samsung galaxy s24;16790000.0;6.2 inches;Dynamic AMOLED 2X;Camera chính 50 MP, f/1.8 Camera tele: 10 MP, f/2.4,  PDAF, OIS, zoom quang học 3xCamera góc siêu rộng: 12 MP, f/2.2, 120˚;12 MP, f/2.2;Exynos 2400;Có;8 GB;256 GB;4000 mAh;SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM;1080 x 2340 pixels (FullHD+);120Hz, Độ sáng tối đa 2600 nits, Corning® Gorilla® Glass Victus® 2, 16 triệu màu;Android 14, One UI 6.1;1 nhân 3.3 GHz, 5 nhân 3.2 GHz & 2 nhân 2.3 GHz;Dài 147 mm - Ngang 70.6 mm - Dày 7.6 mm - Nặng 167 g;;Khung nhôm & Mặt lưng kính cường lực;;Xclipse 940;;IP68;25 W;Mở khoá vân tay dưới màn hình;
realme c51;3390000.0;6.74 inches;IPS LCD;Chính 50 MP & Phụ 0.3 MP;5M, f/2.22;Unisoc UNISOC T612;Không;6 GB;256 GB;5000mAh;2 SIM (Nano-SIM);720 x 1600 pixel;16.7 triệu màu, độ sáng tối đa 560nits;realme UI T Edition - Android 13;12nm process, Octa-core, Up to 1.82GHz;;;;;;;;;;
huawei p60 pro;0.0;6.66 inches;OLED;Camera góc rộng: 48MP, f/1.4, PDAF, Laser AF, OIS  Camera kính viễn vọng: 48MP, f/2.1, PDAF, OIS  Camera góc siêu rộng: 13MP, f/2.2;Camera góc rộng: 13MP, f/2.4, AF;Snapdragon 8+ Gen 1 4G;Có;8 GB;256 GB;4815 mAh;2 SIM (Nano-SIM);;Tốc độ làm mới 120Hz, 1.07  tỷ màu;HarmonyOS 3.0;1 × Cortex-X2@3.2 GHz + 3 × Cortex-A710@2.75 GHz + 4 × Cortex-A510@2.0 GHz;;;;;;;;;;
infinix hot 50 pro;0.0;6.78 inches;AMOLED;Máy ảnh chính 50MP;8MP;MediaTek Helio G100;;8 GB;256 GB;5,000 mAh;;;1,800 nits;Android 14;;;;;;;;;;;
samsung galaxy s23;0.0;6.1 inches;Dynamic AMOLED 2X;Camera chính 50 MP, f/1.8  & Phụ 12 MP, f/2.2, 10 MP, f/2.4;12MP, f/2.2;Snapdragon 8 Gen 2;Có;8 GB;256 GB;3900 mAh;2 Nano-SIM + eSIM;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, Kính cường lực Corning Gorilla Glass Victus 2, Độ sáng tối đa: 1750 nits;Android;1 nhân 3.36 GHz, 4 nhân 2.8 GHz & 3 nhân 2 GHz;;;;;;;;;;
google pixel 7 pro;0.0;6.7 inches;;Camera rộng: 50MP, f/1.9, 25mm, 1.2µm, PDAF đa hướng, Laser AF, OIS Camera siêu rộng;;;;;;;;;;;;;;;;;;;;;
honor magic 5 pro;0.0;6.8 inches;LTPO OLED;Camera chính: 50 MP, f/1.6Camera tele: 50 MP, f/2.0Camera góc siêu rộng: 50 MP, f/3.0Camera selfie: 12 MP, f/2.4;12.5 MP;Snapdragon 8+ Gen 3;Có;8 GB;256 GB;5.100  mAh;;1312 x 2848 pixels;Tần số quét 120 Hz, 1.800 nits;;;;;;;;;;;;
xiaomi 17 pro max;0.0;;;;;;;;;;;;;;;;;;;;;;;;
huawei p60;0.0;6.66 inches;LTPO AMOLED;Camera góc rộng: 48 MP, f/1.4-f/4.0, 25mm, PDAF, Laser AF, OIS  Tele kính tiềm vọng: 12 MP, f/3.4, 125mm, PDAF, OIS, 5x optical zoom  Camera góc siêu rộng:13 MP, f/2.2, 13mm;Camera góc siêu rộng: 13 MP, f/2.4;Snapdragon 8+ Gen 1 4G (4 nm);Có;8 GB;128 GB;4815 mAh;2 SIM (Nano-SIM);;1 tỷ màu, Tần số quét 120Hz;HarmonyOS 3.1;1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510;;;;;;;;;;
xiaomi black shark 5;0.0;6.66 inches;AMOLED;Camera góc rộng: 64 MP, f/1.8, PDAF  Camera góc cực rộng: 13 MP, f/2.4, 120˚  Camera macro: 2 MP, f/2.4;Camera góc rộng: 16 MP;Snapdragon 870 5G (7 nm);Có;8 GB;128 GB;Li-Po 4650 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);144Hz, Always-on display;Android 12, Joy UI 13;1x3,2 GHz Kryo 585 & 3x2,42 GHz Kryo 585 & 4x1.80 GHz Kryo 585;;;;;;;;;;
google pixel 7;0.0;6.3 inches;AMOLED;Camera rộng:50MP, f/1.9, 25mm, 1.2µm, PDAF đa hướng, Laser AF, OIS  Camera siêu rộng;;;;;;;;;;;;;;;;;;;;;
samsung galaxy s22 plus +;16990000.0;6.6 inches;Dynamic AMOLED 2X;Camera chính: 50 MP, f/1.8   Camera góc siêu rộng: 12 MP, f/2.2  Camera tele:10 MP, f/2.4;10 MP, f/2.2;Snapdragon 8 Gen 1;Có;8 GB;128 GB;4500 mAh;2 Nano SIM hoặc 1 Nano + 1 eSIM;1080 x 2340 pixels (FullHD+);Kính cường lực Corning Gorilla Glass Victus+Độ sáng tối đa  1750 nitsTần số quét 120 Hz;Android 12;1 nhân 3 GHz, 3 nhân 2.5 GHz & 4 nhân 1.79 GHz;;;;;;;;;;
xiaomi 15 pro;0.0;6.73 inches;;;;Snapdragon® 7s Gen 3;;8 GB;256 GB;;;;;;;;;;;;;;;;
honor magic 5;0.0;6.73 inches;OLED;Camera chính góc rộng: 54MP, f/1.9  Camera chính góc siêu rộng: 50MP, f/2.0  Camera Telephoto: 32MP, f/2.4, 2.5x Optical Zoom, 50x Digital Zoom, OIS;12MP;Snapdragon 8 Gen 2;Có;12 GB;256 GB;5100 mAh;2 SIM (Nano-SIM);;1.07 tỷ màu;Android 13;1×Cortex-X3 3.19GHz+2×Cortex-A715 2.8GHz+2×Cortex-A710 2.8GHz+3×Cortex-A510 2.0GHz;;;;;;;;;;
google pixel 9 pro;0.0;6.3 inches;LTPO OLED;Góc rộng 50 MP,ƒ/1.68 Góc siêu rộng 48 MP, f/1.7  với Lấy nét Macro Ống kính tele 48 MP, f/2.8,  5x;42 MP, ƒ/2.2;Google Tensor G4;Có;16 GB;128 GB;4,700 mAh;2 SIM (nano‑SIM và eSIM);;Tỷ lệ khung hình 20:9, 495 PPI, Kính bảo vệ Corning® Gorilla® Glass Victus® 2,  2,000 nits, Hỗ trợ HDR, 16 triệu màu, 1280 x 2856;Android 14;;;;;;;;;;;
google pixel 8 pro;0.0;6.7 inches;OLED;Camera chính độ phân giải: 50MP, f/1.7, 25mm, công nghệ gộp điểm ảnh, PDAF, lấy nét laze nhiều vùng, chống rung OISCamera tele: 48MP, f/2.8, công nghệ dual pixel PDAF, hỗ trợ chống rung OIS, zoom quang 5x;10,5 MP;Google Tensor G3 tiến trình 4nm;Có;8 GB;128 GB;5,050 mAh;2 SIM (Nano-SIM);;Tần số quét 120Hz, HDR10+;Android 14;;;;;;;;;;;
google pixel 9;0.0;6.3 inches;OLED;Camera góc rộng: 50MP, f/1.68  Camera macro: 48 MP, f/1.7;10.5 MP, f/2.2;Google Tensor G4;Có;12 GB;128 GB;4,700 mAh;2 SIM (nano‑SIM và eSIM);1080 x 2412 pixels;Tỷ lệ khung hình 20:9, 422 PPI, Kính bảo vệ Corning® Gorilla® Glass Victus® 2,  1,800 nits, Hỗ trợ HDR, 16 triệu màu;Android 14;;;;;;;;;;;
realme 11;4590000.0;6.4 inches;Super AMOLED;Chính Prolight 108MP  + Chân dung 2MP;16MP;Chip Helio G99;Không;8GB + Mở rộng 8GB;128 GB;5.000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);90Hz, dộ sáng tối đa 1000nit, mặt kính Corning Gorilla Glass 5,16.7 triệu màu;realme UI 4.0 Trên nền tảng Android 13;Lõi tám nhân, 2*A76 2.2 GHz，6*A55 2.0 GHz;;;;;;;;;;
xiaomi 17 pro;0.0;;;;;;;;;;;;;;;;;;;;;;;;
honor 200 pro;0.0;6.7 inches;OLED;50MP, f/1.9 và hỗ trợ chống rung quang học (OIS)Camera telephoto 50MP với khả năng zoom quang học 2.5x, khẩu độ f/2.4 và hỗ trợ OIS12MP;50MP;Snapdragon 8s Gen 3;Có;12 GB;256 GB;5200 mAh;;;Tần số quét 120Hz;Android 14;;;;;;;;;;;
nothing phone 2;0.0;6.55 inches;OLED;Camera góc rộng: 108 MP, f/1.9, 24mm, PDAF, OISCamera góc siêu rộng: 20 MP, f/2.2, 114˚Camera macro: 2 MP f/2.2;16 MP;Snapdragon 8 Gen 2 (4 nm);Có;8 GB;256 GB;5000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);Tần số quét 120Hz1 tỷ màu, HDR10+, 500 nits (typ), 950 nits (tối đa)Corning Gorilla Glass 6;Android 13;1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz;;;;;;;;;;
oppo a56;0.0;6.5 inches;IPS LCD;"Camera góc rộng: 13MP, f/2.2, 25mm, 1/3.06"", 1.12µm, PDAF  Camera đo độ sâu: 2MP, f/2.4";Camera góc rộng: 8MP, f/2.0;Mediatek MT6833 Dimensity 700 (7 nm);Không;4 GB;128 GB;5000 mAh;2 SIM (Nano-SIM);720 x 1600 pixel;Độ sáng 480 nits  Kính cường lực Corning Gorilla Glass 3;Android 11;2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55;;;;;;;;;;
samsung galaxy s23 plus;22990000.0;6.6 inches;Dynamic AMOLED 2X;Camera chính góc rộng: 50 MP, f/1.8, Dual Pixel PDAF, OIS Camera tele: 10 MP, f/2, 3x optical zoom  Camera góc siêu rộng:12 MP, f/2.2;12MP,  f/2.2;Snapdragon 8 Gen 2 (4 nm);Có;8 GB;512 GB;4700 mAh;2 Nano SIM hoặc 1 Nano + 1 eSIM;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, HDR10+, Kính cường lực Corning® Gorilla® Glass Victus® 2;Android 13;1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510;;;;;;;;;;
xiaomi 13 ultra;0.0;6.73 inches;LTPO AMOLED;"Camera góc rộng: 50.38MP, f/1.9 hoặc f/4.0, 23mm, Laser AF, OISKính tiềm vọng Tele: 50MP, f/3.0, 120mm, 1/2.51"", Dual-Pixel PDAF, OISCamera chụp xa: 50MP, f/1.8, Dual-Pixel PDAF, OIS, 3.2x optical zoomCamera góc siêu rộng: 50MP, f/1.8, 1";Camera góc rộng: 32 MP, f/2.0, 22mm, 0.7µm;Snapdragon 8 Gen 2 (4 nm);Có;12 GB;256 GB;5.000 mAh;2 SIM (Nano-SIM);1080 x 2400 pixels (FullHD+);1 tỷ màu, Tần số quét 120Hz, Dolby Vision, HDR10+, 1300 nits;Android 13;1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510;;;;;;;;;;
infinix gt 20 pro;0.0;6.78 inches;AMOLED;108MP+2MP+2MP;32 MP;Dimensity 8200 Ultimate (4 nm);Có;12 GB;256 GB;5000mAh;;;;;;;;;;;;;;;
zte nubia z60 ultra;0.0;6.8 inches;AMOLED;Camera chính: 50MP, Tele kính viễn vọng: 64 MP, f/3.3, PDAF, OIS, 3.3x optical zoom (vs. 26mm cam) Camera góc siêu rộng: 50MP,, f/1.8, AF;Camera góc rộng: 12 MP;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);Có;8 GB;256 GB;6000 mAh;2 SIM (Nano-SIM);1116 x 2480 pixels;1 tỷ màu, Tần số quét 120Hz, HDR10+, 1500 nits;Android 14, MyOS 14;1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520;;;;;;;;;;
xiaomi redmi k70;0.0;6.67 inches;OLED;Camera góc rộng: 64 MP, f/1.8, PDAF, OIS Camera góc siêu rộng: 8 MP, f/2.2, 120˚ Camera macro: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.5, HDR;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);Có;8 GB;128 GB;5500 mAh;2 SIM (Nano-SIM);1440 x 3200 pixels (QHD+);68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1400 nits (tối đa), tỷ lệ 20:9;Android 13, MIUI 14;8 nhân (1x3.2 GHz & 2x2.8 GHz & 2x2.8 GHz & 3x2.0 GHz);;;;;;;;;;
