Tên,Giá,Link,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Công nghệ NFC,Bộ nhớ trong,Thẻ SIM,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Loại CPU,Dung lượng RAM,Pin,Tương thích,Cảm biến
Tecno Camon 19 Pro,Giá Liên Hệ,https://cellphones.com.vn/tecno-camon-19-pro.html,6.8 inches,IPS LCD,"Camera góc rộng: 64MP, f/1.6, 26mm, 0.8µm, PDAF, Laser AF, OIS  Camera tele: 50 MP, f/2.0, 50mm, 0.64µm, PDAF, zoom 2x  Camera độ sâu: 2MP, f/2.4,","Camera góc rộng: 32MP, f/2.4, 26mm, 1 / 3.4 "", 0.8µm",Mediatek MT6781 Helio G96 (12 nm),Có,128 GB,2 SIM (Nano-SIM),Android 12,2460x1080 pixels,,"2x2,05 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",8 GB,5000  mAh,,
Nubia Red Magic 7S,Giá Liên Hệ,https://cellphones.com.vn/nubia-red-magic-7s.html,6.8 inches,OLED,"Camera góc rộng: 64 MP, f/1.8, 26mm , PDAF  Camera góc siêu rộng: 8 MP, f/2.0, 120˚, 13mm    Macro: 2 MP, f/2.4,","Camera góc rộng: 8 MP, f/2.0",Qualcomm SM8450 Snapdragon 8+ Gen 1 (4 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 12, Redmagic 5.1",1080 x 2400 pixels (FullHD+),Corning Gorilla Glass 5,1x3.19 GHz & 3x2.75 GHz & 4x1.80 GHz,8 GB,Li-Po 4500 mAh,,
masstel izi 230,Giá Liên Hệ,https://cellphones.com.vn/masstel-izi-230.html,2.4 inches,TFT LCD,"0.08 MP, Có quay phim",,SC6531E,,,,,240 x 320 pixels,"Mặt kính cong 2.5D,  kiểu dáng tai thỏ",,,1700 mAh,,
OnePlus 11 Pro,Giá Liên Hệ,https://cellphones.com.vn/oneplus-11-pro.html,6.55 inches,OLED,32 MP,,Snapdragon 8 Gen 2,Có,128 GB,,Android 12,,Tần số quét lên đến 144 Hz  kính cường lực Corning Gorilla 6,,8 GB,5.000 mAh,,
OnePlus 10,Giá Liên Hệ,https://cellphones.com.vn/oneplus-10.html,,,,,,Có,,,,,,,,,,
OnePlus Ace,Giá Liên Hệ,https://cellphones.com.vn/oneplus-ace.html,6.7 inches,OLED,"50 MP, f/1.9, 24mm (Rộng) 8 MP, f/2.2, 16mm, 120˚ (Siêu rộng)2 MP, f/2.4, (macro)","16 MP, f/2.4, 26mm (Rộng)",MediaTek Dimensity 8100 Max,Có,128 GB,2 SIM (Nano-SIM),"Android 12, ColorOS 12.1",1080 x 2412 pixels,1B màu  120Hz  HDR10+  500 nits (typ)  800 nits (HBM)  950 nits (peak),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),8 GB,Li-Po 4500 mAh,,
OnePlus Nord 2 CE,Giá Liên Hệ,https://cellphones.com.vn/oneplus-nord-2-ce.html,6.43 inches,AMOLED,"Camera chính góc rộng: 64 MP, f/1.8, PDAF  Camera góc siêu rộng: 8 MP, f/2.2  Camera macro: 2 MP, f/2.4","16 MP, f/2.4",MediaTek MT6877 Dimensity 900 5G (6 nm),Không,128 GB,2 SIM (Nano-SIM),"Android 12, OxygenOS 12",1080 x 2400 pixels (FullHD+),"90Hz, 20:9, Corning Gorilla Glass 5",2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,8 GB,Li-Po 4500 mAh,,
Nothing Phone 3,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-nothing-phone-3.html,6.77 inches,AMOLED,"50MP, ƒ/1.88 + 8MP, ƒ/2.2 (Góc siêu rộng) + 50M, ƒ/2.55 (tele)","50MP, ƒ/2.2",Qualcomm SD7635 Snapdragon 7s gen3,Có,256 GB,2 Nano-SIM,Nothing OS 3.1 (Based on Android 15),1080 x 2392 pixels,"120Hz, 387 ppi, 3000nit, 1.07 tỷ màu, 10 bits, NTSC 105%, DCI-P3 100%, độ tương phản 1,000,000：1, HDR10+",,8 GB,5000mAh,,
Oppo Reno5 Lite,Giá Liên Hệ,https://cellphones.com.vn/oppo-reno-5-lite.html,6.43 inches,AMOLED,48 MP + 8 MP + 2 MP + 2 MP,32 MP,Mediatek MT6779V Helio P95 (12 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 11, ColorOS 11.1",1080 x 2400 pixels (FullHD+),,Octa-core,8 GB,Li-Po 4310 mAh,,
OPPO Reno13F 4G - 8GB-128GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-oppo-reno13f-4g-8gb-128gb.html,6.67 inches,AMOLED,"Camera chính: 50MP, F/1.8 Camera góc rộng: 8MP, F/2.2 Camera marco: 2MP, F/2.4","32MP, f/2.4","MediaTek Helio G100, tối đa 2.2GHz",Có,128 GB,2 Nano-SIM,"ColorOS 15, nền tảng Android 15",1080 x 2400 pixels (FullHD+),"120Hz, Kính cường lực AGC DT Star21200 nits16 triệu màu",,8 GB,5800mAh (Typ),,
OPPO Reno13F 4G 12GB-512GB,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-oppo-reno13f-4g-12gb-512gb.html,,,,,,,512 GB,,,,,,12 GB,,,
Samsung Galaxy A13 6GB 128GB,Giá Liên Hệ,https://cellphones.com.vn/samsung-galaxy-a13-6gb.html,6.6 inches,IPS LCD,50MP + 5MP + 2MP + 2MP,8MP,Exynos 850 8 nhân,Không,128 GB,Nano-SIM,Android 12,720 x 1600 pixel,"Tần số quét 60 Hz, Kính cường lực Corning Gorilla Glass 5",2.0 GHz,6 GB,Li-Po 5000 mAh,,
Huawei Y6S 2019,Giá Liên Hệ,https://cellphones.com.vn/huawei-y6-s-2019.html,6.1 inches,,,,,Có,32 GB,,9,,,,,,,Cảm biến vân tay
Samsung Galaxy A23 6GB 128GB,Giá Liên Hệ,https://cellphones.com.vn/samsung-galaxy-a23-6gb.html,6.6 inches,TFT LCD,50MP + 5MP + 2MP + 2MP,8MP,Snapdragon 680 (SM6225),,128 GB,,Android 11,,"1080 pixels FHD+, 90 Hz TFT",,6 GB,5.000 mAh,,
Huawei Nova 9 SE,Giá Liên Hệ,https://cellphones.com.vn/huawei-nova-9-se.html,6.78 inches,IPS LCD,"108 MP, f/1.9, (wide), 1/1.52"", 0.7µm, PDAF  8 MP, f/2.2, 112˚ (ultrawide)  2 MP, f/2.4, (macro)  2 MP, f/2.4, (depth)","16 MP, f/2.2, 22mm (wide)",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 11, EMUI 12  Không có dịch vụ của Google Play",1080 x 2388 pixels,"IPS LCD, 90Hz",Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),8 GB,Li-Po 4000 mAh,,
Samsung Galaxy M21s,Giá Liên Hệ,https://cellphones.com.vn/samsung-galaxy-m21s.html,6.4 inches,"Super AMOLED, 420 nits (typ), Corning Gorilla Glass 3","64 MP, (wide), PDAF 8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.2, (depth)",32 MP,Exynos 9611 (10nm),,128 GB,2 SIM (Nano-SIM),"Android 10, One UI 2.5",1080 x 2340 pixels (FullHD+),,Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),6 GB,"Li-Po 6000 mAh, sạc nhanh 15W",,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển"
Nokia 7.2,6.190.000đ,https://cellphones.com.vn/nokia-72.html,6.3 inches,IPS LCD,"Chính 48 MP & Phụ 8 MP, 5 MP",20 MP,Qualcomm Snapdragon 660 8 nhân,Có,64 GB,2 SIM (Nano-SIM),Android 9.0 (Pie),1080 x 2340 pixels (FullHD+),HDR10Corning Gorilla Glass 3,4 nhân 2.2 GHz & 4 nhân 1.8 GHz,4 GB,Pin chuẩn Li-Ion 3500 mAh,,
Huawei P50 Pro+,Giá Liên Hệ,https://cellphones.com.vn/huawei-p50-pro-plus.html,6.3 inches,OLED,,,,Có,256 GB,2 SIM (Nano-SIM),"Android 10, EMUI 11, không có Dịch vụ của Google Play",1080 x 2340 pixels (FullHD+),,,8 GB,Li-Po,,
Redmi Note 11 Prime 5G,Giá Liên Hệ,https://cellphones.com.vn/redmi-note-11-prime-5g.html,6.58 inches,IPS LCD,"Camera chính góc rộng: 50 MP, f/1.8, PDAF Cảm biến độ sâu: 2 MP, f/2.4","8 MP, f/2.2",MediaTek 700,Có,64 GB,2 SIM (Nano-SIM),Android 12,1080 x 2400 pixels (FullHD+),"IPS LCD, 90Hz  Kính cường lực Corning Gorilla Glass 3","2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",4 GB,5000mAh,,
Redmi K50i 5G,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-redmi-k50i.html,6.6 inches,IPS LCD,"Camera góc rộng: 64 MP, PDAF  Camera góc cực rộng: 8 MP, 120˚   Macro:2 MP",Camera góc rộng: 16 MP,Mật độ MediaTek 8100 (5 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 12, MIUI 13",2460x1080 pixels,"HDR10, Dolby Vision, 650 nits (typ)","4x2,85 GHz Cortex-A78 & 4x2,0 GHz Cortex-A55",6 GB,Li-Po 4400 mAh,,
Xiaomi Redmi Note 9 Pro,5.750.000đ,https://cellphones.com.vn/xiaomi-redmi-note-9-pro.html,6.66 inches,IPS LCD,"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.4, (macro), 1.12µm2 MP, f/2.4, (depth)","16 MP, f/2.5, (wide), 1.0µm",Qualcomm SM7125 Snapdragon 720G (8 nm),Có,64 GB,2 SIM (Nano-SIM),Android 10.0; MIUI 11,1080 x 2400 pixels (FullHD+),Corning Gorilla Glass 5,Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),6 GB,"Li-Po 5020 mAh battery, Fast charging 30W",,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển"
Vsmart Live 6GB,3.790.000đ,https://cellphones.com.vn/vsmart-live-ram-6gb.html,6.2 inches,AMOLED,"Chính 48 MP & Phụ 8 MP, 5 MP",20MP,Snapdragon 675 8 nhân 64-bit,,64 GB,2 SIM (Nano-SIM),Android 9.0 (Pie),1080 x 2232 pixels (FullHD+),,2 nhân 2.0 Ghz & 6 nhân 1.8 Ghz,6 GB,4000 mAh,,Cảm biến vân tay dưới màn hình
Samsung Galaxy A70,9.290.000đ,https://cellphones.com.vn/samsung-galaxy-a70.html,6.7 inches,"Super AMOLED 16 triệu màu, cảm ứng điện dung",32MP (f1.7) + 8MP (f2.2) + 5MP (f2.2),"32 MP, HDR, Đèn Flash trợ sáng, Tự động lấy nét, Quay video Full HD, Chế độ làm đẹp, Nhận diện khuôn mặt",Snapdragon 675,,128 GB,Nano-SIM,Android 9 Pie,1080 x 2340 pixels (FullHD+),,8 Nhân,6 GB,"4,500mAh",,
Redmi A1+,Giá Liên Hệ,https://cellphones.com.vn/redmi-a1-plus.html,6.52 inches,IPS LCD,8 MP,"5 MP, f/2.4",Mediatek MT6761 Helio A22 (12 nm),Không,32 GB,2 SIM (Nano-SIM),Android 12,720 x 1600 pixel,"IPS LCD, 400 nits (typ), 60 Hz",2.0 GHz Cortex-A53,4 GB,5000 mAh,,
Xiaomi Redmi K50 Ultra,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-redmi-k50-ultra.html,6.66 inches,OLED,"Camera gốc rộng: 50 MP, f/1.9 Camera gốc siêu rộng: 8 MP, f/2.2, 120˚ Camera macro: 2 MP, f/2.4","20 MP, f/2.4",Snapdragon 8+ gen 1 (4 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 12, MIUI 13",1080 x 2400 pixels (FullHD+),"OLED, 1B màu, 120Hz, HDR10 +, 800 nits (HBM)","1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510",8 GB,Li-Po 5000 mAh,,
Vivo X60 Pro+,Giá Liên Hệ,https://cellphones.com.vn/vivo-x60-pro-plus.html,6.56 inches,AMOLED,50 MP + 8 MP + 32 MP + 48 MP,32 MP,Qualcomm SM8350 Snapdragon 888 (5 nm),Có,128 GB,,"Android 11, OriginOS 1.0",1080 x 1620 pixels (FullHD+),120Hz HDR10+Độ sáng 1300 nits,8 nhân: 1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680,8 GB,Li-Po 4200 mAh,,
Xiaomi Mi 11X,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-mi-11x.html,6.66 inches,Super AMOLED,"Ống kính góc rộng 48 MP, f/1.8  Ống kính góc siêu rộng 8 MP, f/2.2  Ống kính macro 5 MP, f/2.4","20 MP, f/2.5",Snapdragon 870 5G (7 nm),Không,128 GB,2 SIM (Nano-SIM),"Android 11, MIUI 12",1080 x 2400 pixels (FullHD+),Tần số quét 120Hz  Hỗ trợ HDR10+  Độ sáng 1300 nits,Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),6 GB,4520 mAh,,
iPhone 15 Pro Max 2TB | Chính hãng VN/A,Giá Liên Hệ,https://cellphones.com.vn/iphone-15-pro-max-2tb-68865.html,6.7 inches,Super Retina XDR OLED,"Camera chính: 48MP, ƒ/1.78Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2Camera Tele: 12 MP, 77 mm, ƒ/2.8",,A17 Pro,Có,1 TB,,,2796 x 1290-pixel,,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,,,,
Vivo S15e,Giá Liên Hệ,https://cellphones.com.vn/vivo-s15e.html,6.4 inches,AMOLED,"50 MP, f/1.8, 26mm (wide), PDAF13 MP, f/2.2, (ultrawide)2 MP, f/2.4, (macro)","50 MP, f/2.0, (wide), AF",Exynos 1080 (5 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 12, Origin OS Ocean",1080 x 2400 pixels (FullHD+),"90Hz, HDR10+",Octa-core (1x2.8 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),8 GB,Li-Po 4700 mAh,,
Xiaomi Redmi Note 11T 5G,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-redmi-note-11t.html,6.6 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, PDAF  Camera góc siêu rộng: 8 MP, f/2.2, 119˚",16MP，1.0 μm，f/2.45,MediaTek Dimensity 810,Không,64 GB,2 SIM (Nano-SIM),"MIUI 12.5, Android 11",1080 x 2400 pixels (FullHD+),"Corning® Gorilla® Glass 3, 90Hz",2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,6 GB,5000mAh,,
Samsung Galaxy M42,Giá Liên Hệ,https://cellphones.com.vn/samsung-galaxy-m42.html,6.4 inches,IPS LCD,64 MP + 8 MP + 2 MP,32 MP,Qualcomm Snapdragon 730,Có,128 GB,2 SIM (Nano-SIM),Android 10,,,Octa core,6 GB,Li-ion 6000 mAh,,
Vivo T2x,Giá Liên Hệ,https://cellphones.com.vn/vivo-t2x.html,6.58 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, 26mm, PDAF Camera macro: 2 MP, f/2.4","Camera gốc rộng: 16 MP, f / 2.0",Mediatek Dimensity 1300 (6 nm),Có,128 GB,2 SIM (Nano-SIM),Android 12,1080 x 2408 pixels,"Tốc độ làm tươi 144 Hz, 650 nits","1x3,0 GHz Cortex-A78 & 3x2,6 GHz Cortex-A78 & 4x2,0 GHz Cortex-A55",6 GB,6000 mAh,,
ROG Phone 6 Pro,Giá Liên Hệ,https://cellphones.com.vn/asus-rog-phone-6-pro.html,6.78 inches,AMOLED,64 MP,,Snapdragon 8+ Gen 1,,128 GB,,Android 12,,165 Hz,,8 GB,6.000 mAh,,
Samsung Galaxy XCover6 Pro,Giá Liên Hệ,https://cellphones.com.vn/samsung-galaxy-xcover6-pro.html,6.6 inches,IPS LCD,"Camera gốc rộng: 50 MP, f/1.8, PDAF Camera gốc siêu rộng: 8 MP, f/2.2, 123˚","Camera gốc rộng: 13 MP, f/2.0",Snapdragon 778G 5G (6 nm),Có,128 GB,,"Android 12, One UI 4.1",1080 x 2408 pixels,,"4x2,4 GHz Kryo 670 & 4x1,8 GHz Kryo 670",6 GB,Li-Po 4050 mAh,,
Nokia G400,Giá Liên Hệ,https://cellphones.com.vn/nokia-g400.html,,,48MP,,Snapdragon 480 5G,Có,128 GB,,,,120Hz,,4 GB,,,
Xiaomi Redmi 11,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-redmi-11.html,6.58 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, PDAF Camera đo chiều sâu: 2MP, f/2.4","5 MP, f/2.0",Mediatek MT6833 Dimensity 700 (7 nm),Có,64 GB,2 SIM (Nano-SIM),Android 11,1080 x 2408 pixels,Tần số quét 90Hz,2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,4 GB,5.000 mAh,,
Realme Narzo 9i,Giá Liên Hệ,https://cellphones.com.vn/realme-narzo-9i.html,6.6 inches,,50 MP + 8 MP + 2 MP,16GB,Qualcomm Snapdragon 680,Có,64 GB,2 SIM (Nano-SIM),,,90 Hz,,4 GB,5.000 mAh,,
Vivo Y21e,Giá Liên Hệ,https://cellphones.com.vn/vivo-y21e.html,6.51 inches,IPS LCD,13MP (f /2.2) + 2MP (f /2.4),8MP f/1.8,Snapdragon™ 680 Mobile Platform (6nm),Không,64 GB,2 SIM (Nano-SIM),Funtouch OS 12,1600 x 720 pixels (HD+),,Octa-Core 2.4Ghz,3 GB,5000mAh (TYP),,
Oppo A52,4.990.000đ,https://cellphones.com.vn/oppo-a52.html,6.5 inches,"LTPS IPS LCD, 16 triệu màu","12 MP, f/1.7, (wide), 1/2.8"", 1.25µm, PDAF 8 MP, f/2.2, 119˚ (ultrawide), 1/4.0"", 1.12µm 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","16 MP, f/2.0, (wide), 1/3.06"", 1.0µm - Global",Qualcomm SM6125 Snapdragon 665 (11 nm),,128 GB,2 SIM (Nano-SIM),"Android 10, ColorOS 7.1",1176 x 2400 pixel,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),6 GB,"Li-Po 5000 mAh, sạc nhanh 18W",,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển"
Xiaomi Civi 2,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-civi-2.html,,OLED,"Chính 64 MP & Phụ 8 MP, 2 MP",32 MP,Snapdragon 778G+ 5G 8 nhân,,128 GB,,Android 12,,,,8 GB,4500 mAh55 W,,
Oppo K9s,Giá Liên Hệ,https://cellphones.com.vn/oppo-k9s.html,6.59 inches,IPS LCD,"Camera góc rộng: 64 MP, f/1.8, PDAF  Camera góc siêu rộng: 8 MP, f/2.2  Camera macro: 2 MP, f/2.4","16 MP, f/2.4",Snapdragon 778G 5G (6 nm),,128 GB,2 SIM (Nano-SIM),"Android 11, ColorOS 11.3",,,4x2.4 GHz Kryo 670 & 4x1.9 GHz Kryo 670,4 GB,Li-Po 5000 mAh,,
Xiaomi 14 12GB 512GB,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-14-12gb-512gb.html,6.36 inches,LTPO OLED,"Camera góc rộng: 50 MP, f/1.6, 23mm, 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OISCamera tele: 50 MP, f/2.0, 75mm, PDAF (10cm - ∞), OIS, 3.2x optical zoomCamera góc siêu rộng: 50 MP, f/2.2, 14mm, 115˚",Camera góc rộng: 32 MP,Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,512 GB,2 Nano SIM hoặc 1 Nano + 1 eSIM,Android 14,,"Tần số quét 120Hz, 68 tỷ màu , Dolby Vision, HDR10+, 3000 nits (peak)",1x3.3 GHz Cortex-X4 & 5x3.2 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520,12 GB,4610mAh,,
ASUS ZenFone Max Pro M2 3GB,5.290.000đ,https://cellphones.com.vn/asus-zenfone-max-pro-m2-3-gb-ram-chinh-hang.html,6.3 inches,IPS FHD+,"12 MP, f/1.8, 1/2.9"", 1.25μm, PDAF5 MP, f/2.4, 1.12µm, depth sensor","13MP, f/2.0, 1.12µm",Snapdragon 660 AIE 14nm,,32 GB,2 SIM (Nano-SIM),Android 8.1 (Oreo),1080 x 2280 pixels (FullHD+),,Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),,5000mAh,,"Cảm biến vân tay trên mặt sau (mở khóa trong 0,3 giây, hỗ trợ 5 vân tay), Nhận dạng vân tay ướt, Cảm biến gia tốc, La bàn điện tử, Cảm biến tiệm cận, Cảm biến ánh sáng môi trường, Con quay hồi chuyển"
Samsung Galaxy S8 Chính hãng,15.990.000đ,https://cellphones.com.vn/galaxy-s8-cty.html,5.8 inches,"Cảm ứng điện dung Super AMOLED, 16 triệu màu","12 MP (f/1.7, 26mm, 1/2.5"", 1.4 µm, Dual Pixel PDAF), tự động lấy nét nhận diện theo giai đoạn, OIS, LED flash","8 MP (f/1.7, 25mm, 1/3.6"", 1.22 µm), tự động lấy nét, 1440p@30fps, gọi video kép, HDR tự dộng",Samsung Exynos 9 Octa 8895,,64 GB,2 SIM (Nano-SIM),7.0 (Nougat),1440 x 2960 pixels (QHD+),,4x 2.3 GHz Exynos M2 Mongoose & 4x 1.7 GHz ARM Cortex-A53,,Li-ion 3000 mAh,,"Mống mắt, vân tay, gia tốc, con quay quy hồi, khoảng cách, la bàn, phong vũ biểu, nhịp tim, SpO2"
OPPO Find X8 mini,Giá Liên Hệ,https://cellphones.com.vn/dien-thoai-oppo-find-x8-mini.html,6.3 inches,OLED,"Camera chính: 50 megapixel, f/1.8Camera góc rộng: 50 megapixel, f/2.0Camera tele: 50 megapixel, f/2.8",,Dimensity 9400,,256 GB,,ColorOS 15,,"Độ phân giải 1.5K, Tần tần số quét thích ứng 1-120Hz","Tến trình 3nm, có 8 nhân với xung nhịp tối đa lên tới 3.62GHz",12 GB,"5,600mAh",,
Oppo A31,4.190.000đ,https://cellphones.com.vn/oppo-a31-2020.html,6.5 inches,"IPS LCD, 16 triệu màu","Chính 12 MP & Phụ 2 MP, 2 MP",8 MP,MediaTek Helio P35 8 nhân,,128 GB,2 SIM (Nano-SIM),Android 9.0 (Pie); ColorOS 6.1,720 x 1600 pixel,,4 nhân 2.3 GHz & 4 nhân 1.8 GHz,4 GB,Li-Po 4230 mAh,,"- Mở khóa bằng vân tay  -  Mở khoá khuôn mặt   - Cảm biến tiệm cận, ánh sáng, cảm ứng từ ,gia tốc  - Con quay hồi chuyển, máy đếm bước"
Xiaomi Redmi 10 Prime,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-redmi-10-prime.html,6.5 inches,,"Chính 50 MP & Phụ 8 MP, 2 MP",8MP,MediaTek Helio G88 8 nhân,,128 GB,,,,,,6 GB,5000 mAh,,
Vivo Y74s,Giá Liên Hệ,https://cellphones.com.vn/vivo-y74s.html,6.58 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, 26mm, PDAF  Camera macro: 2 MP, f/2.4","8 MP, f/2.0",MediaTek Dimensity 810 5G 8 nhân,Không,256 GB,2 SIM (Nano-SIM),"Android 11, OriginOS",1080 x 2408 pixels,,2 nhân 2.4 GHz & 6 nhân 2 GHz,8 GB,4100mAh,,
Realme C30,Giá Liên Hệ,https://cellphones.com.vn/realme-c30.html,6.5 inches,IPS LCD,"8 MP, f/2.0","5 MP, f/2.2",Unisoc Tiger T612 (12 nm),Không,32 GB,2 SIM (Nano-SIM),"Android 11, Realme UI Go",720 x 1600 pixel,400 nits,2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55,2 GB,5.000 mAh,,
Huawei Enjoy 20,Giá Liên Hệ,https://cellphones.com.vn/huawei-enjoy-20.html,6.5 inches,"LTPS IPS LCD capacitive touchscreen, 16M colors","64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","16 MP, f/2.0, (wide)",Kirin 820 5G (7nm),Không,128 GB,2 SIM (Nano-SIM),"Android 10, EMUI 10.1, no Google Play Services",1080 x 2400 pixels (FullHD+),,Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),8 GB,Li-Po 4000 mAh,,"Cảm biến vân tay, cảm biến gia tốc, con quay hồi chuyển, cảm biến tiệm cận, la bàn, cảm biến áp kế"
Huawei Enjoy 20 Pro,Giá Liên Hệ,https://cellphones.com.vn/huawei-enjoy-20-pro.html,6.5 inches,"IPS LCD capacitive touchscreen, 16M colors","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 120˚ (ultrawide) 2 MP, f/2.4, (macro)","16 MP, f/2.0",MediaTek MT6873V Dimensity 800 5G (7 nm),Không,128 GB,2 SIM (Nano-SIM),"Android 10, EMUI 10.1, no Google Play Services",1080 x 2400 pixels (FullHD+),,Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),8 GB,Li-Po 4000 mAh battery,,"Cảm biến vân tay, cảm biến gia tốc, con quay hồi chuyển, cảm biến tiệm cận, la bàn, cảm biến áp kế"
Huawei Mate X2,Giá Liên Hệ,https://cellphones.com.vn/huawei-mate-x2.html,8.0 inches,OLED,"Camera góc rộng: 50MP, f/1.9, OIS  Camera góc siêu rộng: 16MP, f/2.2  Camera chụp xa: 12MP, f/2.4, zoom quang 3x, OIS Camera góc siêu rộng: 8 MP","Camera góc rộng: 16MP,  f/2.2",HUAWEI Kirin 9000,Có,256 GB,2 SIM (Nano-SIM),Android 10,,"Màn hình bên trong: 8 inches , OLED, tốc độ làm mới 90 Hz,  413 ppi  Màn hình bên ngoài: 6.45 inches , OLED, tốc độ làm mới 90 Hz,  456 ppi","1 x Cortex-A77@3,13 GHz + 3 x Cortex-A77@2,54 GHz + 4 x Cortex-A55@2,05 GHz",8 GB,4500 mAh,,
Apple iPhone 5S 16GB,Giá Liên Hệ,https://cellphones.com.vn/iphone-5s-16-gb.html,4.0 inches,,"8 MP (f/2.2, 29mm, 1/3"", 1.5 µm), tự động lấy nét, LED flash kép (2 tone)","1.2 MP (f/2.4, 31mm), 720p@30fps, nhận diện khuôn mặt, HDR, FaceTime",Apple A7 APL0698,,16 GB,Nano-SIM,11,640 x 1136 pixels,,2x 1.3 GHz Cyclone (nền tảng ARM v8),,Li-Po 1560 mAh,,
Xiaomi 12X,Giá Liên Hệ,https://cellphones.com.vn/xiaomi-12x.html,6.28 inches,OLED,"Camera góc rộng: 50 MP, f/1.9, PDAF, OIS  Camera góc siêu rộng: 13 MP, f/2.4, 123  Camera tele: 5 MP, AF",32 MP,Qualcomm Snapdragon ™ 870,Có,128 GB,2 SIM (Nano-SIM),"Android 12, MIUI 13",1080 x 2400 pixels (FullHD+),"1 tỉ màu, tần số quét 120Hz, Dolby Vision, HDR10+, 1100 nits (độ sáng tối đa), Corning Gorilla Glass Victus",1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585,8 GB,Li-Po 4500 mAh,,
