name,price,link,Hệ điều hành,Chip xử lý (CPU),Tốc độ CPU,Chip đồ họa (GPU),RAM,Dung lượng lưu trữ,Dung lượng còn lại (khả dụng) khoảng,Danh bạ,Độ phân giải camera sau,Quay phim camera sau,Đèn Flash camera sau,Tính năng camera sau,Độ phân giải camera trước,Tính năng camera trước,Công nghệ màn hình,Độ phân giải màn hình,Màn hình rộng,Độ sáng tối đa,Mặt kính cảm ứng,Dung lượng pin,Loại pin,Hỗ trợ sạc tối đa,Công nghệ pin,Bảo mật nâng cao,Tính năng đặc biệt,"Kháng nước, bụi",Ghi âm,Xem phim,Mạng di động,SIM,Wifi,GPS,Bluetooth,Cổng kết nối/sạc,Jack tai nghe,Kết nối khác,Thiết kế,Chất liệu,"Kích thước, khối lượng",Thời điểm ra mắt,Hãng,description,brand,sku,mpn,price_json,currency,Sạc kèm theo máy,Nghe nhạc,Radio,Thẻ nhớ,Đèn pin
Điện thoại Samsung Galaxy A06 4GB/64GB,2.740.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-64gb,Android 14,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,4 GB,64 GB,45 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@120fps,Có,Zoom kỹ thuật số,8 MP,Xóa phông,PLS LCD,HD+ (720 x 1600 Pixels),"6.7"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid1' target='_blank'>60 Hz</a>",576 nits,Kính cường lực,5000 mAh,Li-Po,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Dual Messenger),,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.3,Type-C,3.5 mm,,Nguyên khối,Khung & Mặt lưng nhựa,Dài 167.3 mm - Ngang 77.3 mm - Dày 8 mm - Nặng 189 g,08/2024,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Samsung Galaxy A06 4GB/64GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Samsung'],328752,328752,2740000.0,VND,,XMF,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Masstel Fami 60S 4G,720.000₫,https://www.thegioididong.com/dtdd/masstel-fami-60s,,Unisoc T107 8 nhân,1.0 GHz,,48 MB,128 MB,,2000 số,,,,,,,IPS LCD,QVGA (240 x 320 Pixels),"2""",,Không có cảm ứng,2300 mAh,Li-Ion,2.5 W,,,,,Ghi âm mặc định,AV1,Hỗ trợ 4G,2 Nano SIM,,,v2.1,Type-C,,,Pin rời,Khung kim loại & Mặt lưng nhựa,Dài 126 mm - Ngang 57 mm - Dày 15.2 mm - Nặng 141 g,03/2024,Masstel. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Masstel Fami 60S 4G chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Masstel'],322876,322876,720000.0,VND,2.5 W,WAV,FM không cần tai nghe,"MicroSD, hỗ trợ tối đa 32 GB",Có
Điện thoại vivo V50 Lite 8GB/256GB,7.830.000₫,https://www.thegioididong.com/dtdd/vivo-v50-lite?utm_flashsale=1,Android 15,Snapdragon 685 8 nhân,4 nhân 2.8 GHz & 4 nhân 1.9 GHz,Adreno 610,8 GB,256 GB,241 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,FullHD 1080p@30fps,Có,Zoom kỹ thuật số,32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2392 Pixels),"6.77"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1800 nits,Kính cường lực Shield,6500 mAh,Li-Ion,90 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP65,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.0,Type-C,Type-C,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 163.77 mm - Ngang 76.28 mm - Dày 7.79 mm - Nặng 196 g,05/2025,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"vivo V50 Lite 4G 8GB/256GB chính hãng, giá tốt, giảm ngay 300K, thu cũ đổi mới trợ giá đến 1 triệu, trả chậm 0% lãi suất, bảo hành 24 tháng. Mua ngay!",['vivo'],336702,336702,8330000.0,VND,90 W,WAV,,,
Điện thoại vivo V40 5G 12GB/256GB,11.260.000₫,https://www.thegioididong.com/dtdd/vivo-v40-5g,Android 14,Snapdragon 7 Gen 3 8 nhân,"1 nhân 2.63 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz",Adreno 720,12 GB,256 GB,228 GB,Không giới hạn,2 camera 50 MP,HD 720p@60fps,Có,Xóa phông,50 MP,Xóa phông,AMOLED,1.5K (1260 x 2800 Pixels),"6.78"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",4500 nits,Kính cường lực Schott Xensation UP,5500 mAh,Li-Ion,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP68 & IP69,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhựa & Mặt lưng kính,Dài 164.16 mm - Ngang 74.93 mm - Dày 7.58 mm - Nặng 190 g,11/2024,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo V40 5G chính hãng, giá tốt, mua trả chậm 0% lãi suất, thu cũ trợ giá đến 1tr, tặng phiếu mua hàng trị giá 200K, tặng thêm 12 tháng bảo hành. Mua ngay!",['vivo'],331985,331985,12760000.0,VND,80 W,WAV,,,
Điện thoại vivo Y03 4GB/128GB,3.240.000₫,https://www.thegioididong.com/dtdd/vivo-y03,Android 14,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,4 GB,128 GB,111 GB,Không giới hạn,Chính 13 MP & Phụ 0.08 MP,HD 720p@30fps,Có,Zoom kỹ thuật số,5 MP,Xóa phông,IPS LCD,HD+ (720 x 1612 Pixels),"6.56"" - Tần số quét 90 Hz",528 nits,Kính cường lực CSG,5000 mAh,Li-Ion,15 W,Tiết kiệm pin,Mở khoá khuôn mặt,Ứng dụng kép (Nhân bản ứng dụng),IP54,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 163.63 mm - Ngang 75.58 mm - Dày 8.39 mm - Nặng 185 g,03/2024,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo Y03 128GB giá rẻ, có mua trả chậm, bảo hành chính hãng 1 năm hư gì đổi nấy, dung lượng lưu trữ và pin lớn, cấu hình vượt tầm giá, giao hàng nhanh. Mua ngay!",['vivo'],322996,322996,3240000.0,VND,15 W,WAV,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại OPPO Reno13 5G 12GB/256GB,12.200.000₫,https://www.thegioididong.com/dtdd/oppo-reno13-5g?utm_flashsale=1,Android 15,MediaTek Dimensity 8350 5G 8 nhân,"1 nhân 3.35 GHz, 3 nhân 3.2 GHz & 4 nhân 2.2 GHz",Mali-G615,12 GB,256 GB,210 GB,Không giới hạn,"Chính 50 MP & Phụ 8 MP, 2 MP",HD 720p@960fps,Có,Xóa phông,50 MP,Xóa phông,AMOLED,1.5K (1256 x 2760 Pixels),"6.59"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1200 nits,Kính cường lực Corning Gorilla Glass 7i,5600 mAh,Li-Ion,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),"IP66, IP68, IP69",Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung kim loại & Mặt lưng kính,Dài 157.9 mm - Ngang 74.73 mm - Dày 7.24 mm (Trắng) | 7.29 mm (Xanh) - Nặng 181 g,01/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO Reno13 5G 12GB/256GB giá tốt, tặng phiếu mua hàng trị giá 300K hoặc gói OPPO Care+, thu cũ đổi mới trợ giá đến 2tr, trả chậm 0% lãi suất. Mua ngay!",['OPPO'],332934,332934,12200000.0,VND,80 W,OGG,,,
Điện thoại vivo V40 Lite 8GB/256GB,6.840.000₫,https://www.thegioididong.com/dtdd/vivo-v40-lite-8gb-256gb,Android 14,Snapdragon 685 8 nhân,2.8 GHz,Adreno 610,8 GB,256 GB,228 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@60fps,Có,Xóa phông,32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.67"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1800 nits,Kính cường lực AGC DT-Star2 Plus,5000 mAh,Li-Ion,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP64,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,Type-C,OTG,Nguyên khối,Khung & Mặt lưng nhựa,"Dài 163.23 mm - Ngang 75.93 mm - Dày 7.79 mm (Đen) | 7.95 mm (Bạc, Tím) - Nặng 188g (Đen) | 190g (Bạc, Tím)",10/2024,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo V40 Lite 8GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['vivo'],329959,329959,8340000.0,VND,80 W,WAV,,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại vivo V30e 5G 12GB/256GB,10.300.000₫,https://www.thegioididong.com/dtdd/vivo-v30e-12gb,Android 14,Snapdragon 6 Gen 1 8 nhân,4 nhân 2.2 GHz & 4 nhân 1.8 GHz,Adreno 710,12 GB,256 GB,229 GB,Không giới hạn,Chính 50 MP & Phụ 8 MP,HD 720p@60fps,Có,Zoom kỹ thuật số,32 MP,Xóa phông,AMOLED,Full HD+ (1080 x 2400 Pixels),"6.78"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1300 nits,Kính cường lực Schott Xensation UP,5500 mAh,Li-Ion,44 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP64,Ghi âm mặc định,WEBM,Hỗ trợ 5G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.1,Type-C,Type-C,OTG,Nguyên khối,Khung nhựa & Mặt lưng kính (Màu nâu) - nhựa (Màu trắng),Dài 164.36 mm - Ngang 74.75 mm - Dày 7.75 mm (Nâu) | 7.65 mm (Trắng) - Nặng 188 g (Nâu) | 179 g (Trắng),05/2024,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo V30e 5G 12GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['vivo'],325136,325136,10300000.0,VND,44 W,WAV,,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại realme Note 60 4GB/128GB,2.730.000₫,https://www.thegioididong.com/dtdd/realme-note-60-4gb-128gb?utm_flashsale=1,Android 14,Unisoc Tiger T612,1.8 GHz,Mali-G57,4 GB,128 GB,104 GB,Không giới hạn,Chính 32 MP & Cảm biến Flicker,SD 480p@30fps,Có,Xóa phông,5 MP,Xóa phông,IPS LCD,HD+ (720 x 1600 Pixels),"6.745 "" - Tần số quét 90 Hz",560 nits,Kính cường lực Panda,5000 mAh,Li-Po,10 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Mở rộng bộ nhớ RAM,IP64,Ghi âm mặc định,WMV,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 167.26 mm - Ngang 76.67 mm - Dày 7.84 mm - Nặng 187 g,09/2024,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại realme Note 60 4GB/128GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['realme'],329329,329329,2730000.0,VND,10 W,WMA,,"MicroSD, hỗ trợ tối đa 2 TB",
Điện thoại OPPO Reno14 5G 12GB/512GB,16.690.000₫,https://www.thegioididong.com/dtdd/oppo-reno14-5g-512gb,Android 15,MediaTek Dimensity 8350 5G 8 nhân,3.35 GHz,Mali-G615 MC6,12 GB,512 GB,470 GB,Không giới hạn,"Chính 50 MP & Phụ 50 MP, 8 MP",HD 720p@960fps,Có,Zoom quang học,50 MP,Xóa phông,AMOLED,1.5K (1256 x 2760 Pixels),"6.59"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1200 nits,Kính cường lực Corning Gorilla Glass 7i,6000 mAh,Li-Po,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),"IP66, IP68, IP69",Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung hợp kim nhôm & Mặt lưng kính,Dài 157.9 mm - Ngang 74.73 mm - Dày 7.42 mm - Nặng 187 g,07/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Mua OPPO Reno 14 5G 12GB/512GB chính hãng, giá tốt, tặng gói Google One AI Premium, giảm 300K hoặc tặng Loa INNO Sound S1, thu cũ trợ giá đến 2.5 triệu. Mua ngay!",['OPPO'],339174,339174,16690000.0,VND,80 W,OGG,,,
Điện thoại OPPO Find X8 Pro 5G 16GB/512GB,24.450.000₫,https://www.thegioididong.com/dtdd/oppo-find-x8-pro?utm_flashsale=1,Android 15,MediaTek Dimensity 9400 8 nhân,"1 nhân 3.6 GHz, 3 nhân 3.3 GHz & 4 nhân 2.4 GHz",ARM Immortalis G925 MC12,16 GB,512 GB,475 GB,Không giới hạn,4 camera 50 MP,HD 720p@60fps,Có,Zoom quang học,32 MP,Xóa phông,AMOLED,1.5K+ (1264 x 2780 Pixels),"6.78"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1600 nits,Kính cường lực Corning Gorilla Glass 7i,5910 mAh,Silicon-Carbon,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP68 & IP69,Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhôm & Mặt lưng kính cường lực,Dài 162.27 mm - Ngang 76.67 mm - Dày 8.24 mm (Đen) | 8.34 mm (Trắng) - Nặng 215 g,11/2024,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO Find X8 Pro chính hãng, giá tốt, tặng gói dịch vụ bảo hành cao cấp, thu cũ đổi mới trợ giá lên đến 2 triệu, mua trả chậm 0% lãi suất. Mua ngay!",['OPPO'],322129,322129,24450000.0,VND,80 W,OGG,,,
Điện thoại realme C75 8GB/256GB,4.880.000₫,https://www.thegioididong.com/dtdd/realme-c75-8gb-256gb?utm_flashsale=1,Android 14,MediaTek Helio G92 Max 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Adreno 640,8 GB,256 GB,241 GB,Không giới hạn,Chính 50 MP & Cảm biến Flicker,FullHD 1080p@30fps,Có,Zoom kỹ thuật số,8 MP,Xóa phông,IPS LCD,Full HD+ (1080 x 2400 Pixels),"6.72"" - Tần số quét 90 Hz",690 nits,Kính cường lực ArmorShell,6000 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP69,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,Type-C,OTG,Nguyên khối,Khung kim loại & Mặt lưng kính,Dài 165.69 mm - Ngang 76.22 mm - Dày 7.99 mm - Nặng 196 g,11/2024,realme. <span class='parameter__manu'>Xem thông tin hãng</span>,"realme C75 8GB/256GB chính hãng, giá tốt, trả chậm 0% lãi suất - trả trước từ 0đ, tặng thêm 6 tháng bảo hành, bảo hành 1 năm, hư gì đổi nấy 12 tháng. Mua ngay!",['realme'],332235,332235,4880000.0,VND,45 W,WMA,,"MicroSD, hỗ trợ tối đa 256 GB",
Điện thoại OPPO Find X8 5G 16GB/512GB Hồng,18.580.000₫,https://www.thegioididong.com/dtdd/oppo-find-x8-hong?utm_flashsale=1,Android 15,MediaTek Dimensity 9400 8 nhân,"1 nhân 3.6 GHz, 3 nhân 3.3 GHz & 4 nhân 2.4 GHz",ARM Immortalis G925 MC12,16 GB,512 GB,475 GB,Không giới hạn,3 camera 50 MP,HD 720p@60fps,Có,Zoom quang học,32 MP,Xóa phông,AMOLED,1.5K+ (1256 x 2760 Pixels),"6.59"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",1600 nits,Kính cường lực Corning Gorilla Glass 7i,5630 mAh,Li-Po,80 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP68 & IP69,Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,Wi-Fi hotspot,QZSS,v5.4,Type-C,Type-C,OTG,Nguyên khối,Khung nhôm & Mặt lưng kính cường lực,Dài 157.35 mm - Ngang 74.33 mm - Dày 7.85 mm - Nặng 193 g,11/2024,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO Find X8 5G 16GB/512GB Hồng chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['OPPO'],334168,334168,18580000.0,VND,80 W,OGG,,,
Điện thoại OPPO A5i Pro 8GB/128GB,6.290.000₫,https://www.thegioididong.com/dtdd/oppo-a5i-pro-8gb-128gb,Android 15,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,8 GB,128 GB,103 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@30fps,Có,Xóa phông,5 MP,Xóa phông,IPS LCD,HD+ (720 x 1604 Pixels),"6.67"" - Tần số quét 90 Hz",1000 nits,Kính cường lực AGC DT-Star D+ hoặc Corning Gorilla Glass 7i (tuỳ lô hàng),6000 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP65,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM (SIM 2 chung khe thẻ nhớ),Wi-Fi 5,QZSS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 165.71 mm - Ngang 76.24 mm - Dày 7.99 mm - Nặng 193 g,07/2025,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO A5i Pro 8GB/128GB chính hãng, giá tốt, bảo hành 1 năm, 1 đổi 1 trong 30 ngày, tặng phiếu mua hàng mua máy lọc nước, trả chậm 0%. Mua ngay!",['OPPO'],340255,340255,6290000.0,VND,45 W,OGG,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Xiaomi POCO M8 8GB/256GB,6.590.000₫,https://www.thegioididong.com/dtdd/xiaomi-poco-m8-8gb-256gb,Android 15,Snapdragon 6 Gen 3 8 nhân,4 nhân 2.4 GHz & 4 nhân 1.8 GHz,Adreno 710,8 GB,256 GB,,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@30fps,Có,Làm đẹp AI,20 MP,Làm đẹp AI,AMOLED,Full HD+ (1080 x 2392 Pixels),"6.77"" - Tần số quét <a href='https://www.thegioididong.com/hoi-dap/tan-so-quet-man-hinh-may-tinh-la-gi-1292309#subhmenuid2' target='_blank'>120 Hz</a>",3200 nits,Kính cường lực Corning Gorilla Glass Victus 2,5520 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay dưới màn hình,Ứng dụng kép (Nhân bản ứng dụng),IP66,Ghi âm mặc định,MP4,Hỗ trợ 5G,2 Nano SIM hoặc 1 Nano SIM + 1 thẻ nhớ,Wi-Fi Direct,GPS,v5.1,Type-C,,OTG,Nguyên khối,Khung & Mặt lưng nhựa Polycarbonate,Dài 164 mm - Ngang 75.42 mm - Dày 7.35 mm - Nặng 178 g,03/2026,Xiaomi. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Xiaomi POCO M8 8GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Xiaomi'],363468,363468,6590000.0,VND,45 W,OGG,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại OPPO A60 8GB/256GB,5.680.000₫,https://www.thegioididong.com/dtdd/oppo-a60-256gb,Android 14,Snapdragon 680,2.4 GHz,Adreno 610,8 GB,256 GB,233 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@30fps,Có,Zoom kỹ thuật số,8 MP,Xóa phông,IPS LCD,HD+ (720 x 1604 Pixels),"6.67"" - Tần số quét 90 Hz",950 nits,Kính cường lực KK6,5000 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP54,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 165.71 mm - Ngang 76.02 mm - Dày 7.68 mm - Nặng 186 g,04/2024,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO A60 8GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['OPPO'],323544,323544,5680000.0,VND,45 W,OGG,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại vivo Y28 8GB/256GB,6.380.000₫,https://www.thegioididong.com/dtdd/vivo-y28-256gb,Android 14,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,8 GB,256 GB,241 GB,Không giới hạn,Chính 50 MP & Phụ 2 MP,HD 720p@30fps,Có,Zoom kỹ thuật số,8 MP,Xóa phông,IPS LCD,HD+ (720 x 1608 Pixels),"6.68 "" - Tần số quét 90 Hz",1000 nits,Kính cường lực CSG,6000 mAh,Li-Ion,44 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP64,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung & Mặt lưng nhựa,Dài 165.7 mm - Ngang 76 mm - Dày 7.99 mm (Xanh đen) | 8.09 mm (Cam) - Nặng 199 g,06/2024,vivo. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại vivo Y28 8GB/256GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['vivo'],326023,326023,6380000.0,VND,44 W,WAV,Có,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại OPPO A3x 6GB/128GB,4.110.000₫,https://www.thegioididong.com/dtdd/oppo-a3x-6gb-128gb?utm_flashsale=1,Android 14,Snapdragon 6s Gen 1 8 nhân,4 nhân 2.1 GHz & 4 nhân 2.0 GHz,Adreno 610,6 GB,128 GB,113 GB,Không giới hạn,Chính 8 MP & Cảm biến Flicker,HD 720p@30fps,Có,Xóa phông,5 MP,Xóa phông,IPS LCD,HD+ (720 x 1604 Pixels),"6.67"" - Tần số quét 90 Hz",1000 nits,Kính cường lực Panda,5100 mAh,Li-Po,45 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Ứng dụng kép (Nhân bản ứng dụng),IP54,Ghi âm mặc định,MP4,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,QZSS,v5.0,Type-C,3.5 mm,OTG,Nguyên khối,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,Dài 165.77 mm - Ngang 76.08 mm - Dày 7.68 mm - Nặng 186 g,08/2024,OPPO. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại OPPO A3x 6GB/128GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['OPPO'],328452,328452,3910000.0,VND,45 W,OGG,FM không cần tai nghe,"MicroSD, hỗ trợ tối đa 1 TB",
Điện thoại Samsung Galaxy A16 8GB/128GB,4.400.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-8gb-128gb?utm_flashsale=1,Android 14,MediaTek Helio G99,2.2 GHz,Mali-G57,8 GB,128 GB,109.4 GB,Không giới hạn,"Chính 50 MP & Phụ 5 MP, 2 MP",HD 720p@120fps,Có,Zoom kỹ thuật số,13 MP,Xóa phông,Super AMOLED,Full HD+ (1080 x 2340 Pixels),"6.7"" - Tần số quét 90 Hz",800 nits,Kính cường lực,5000 mAh,Li-Ion,25 W,Tiết kiệm pin,Mở khoá vân tay cạnh viền,Chạm 2 lần sáng màn hình,IP54,Ghi âm mặc định,WEBM,Hỗ trợ 4G,2 Nano SIM,Wi-Fi hotspot,GPS,v5.3,Type-C,Type-C,NFC,Nguyên khối,Khung & Mặt lưng nhựa,Dài 164.4 mm - Ngang 77.9 mm - Dày 7.9 mm - Nặng 192 g,11/2024,Samsung. <span class='parameter__manu'>Xem thông tin hãng</span>,"Điện thoại Samsung Galaxy A16 8GB/128GB chính hãng tại TGDĐ giao nhanh, cà thẻ tại nhà, nhiều màu sắc lựa chọn. Bảo hành tại hơn 3000 điểm toàn quốc.",['Samsung'],331207,331207,4400000.0,VND,,XMF,Có,"MicroSD, hỗ trợ tối đa 1 TB",
